date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,ttm,atmError,strike,spot,opPrice,percentage,yield03,Target
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,103.6566371681416,11300.0,11713.2,512.1,4.531858407079646,6.18,45
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,9.0,100.54248927038627,11650.0,11713.2,153.2,1.3150214592274678,6.18,13
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,9.0,98.43025210084036,11900.0,11713.2,40.25,0.33823529411764697,6.18,3
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,9.0,97.61,12000.0,11713.2,21.5,0.17916666666666667,6.18,1
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,9.0,101.41298701298702,11550.0,11713.2,192.6,1.6675324675324676,6.18,16
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,104.11733333333336,11250.0,11713.2,539.9,4.799111111111111,6.18,47
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,101.41298701298702,11550.0,11713.2,317.5,2.7489177489177488,6.18,27
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,100.97586206896551,11600.0,11713.2,275.7,2.3767241379310344,6.18,23
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,9.0,100.97586206896551,11600.0,11713.2,184.35,1.5892241379310346,6.18,15
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,100.11282051282049,11700.0,11713.2,209.95,1.7944444444444445,6.18,17
2019-04-02,-0.009000045407052681,-0.005583628362535009,-0.003332129756225655,-0.0020639468528234053,-0.000984668317935089,0.0001366544781813417,0.0004703498766112091,0.0030888156656168064,0.0035772841102268416,0.003767803673490277,0.003885283972888232,0.004647782134819423,0.0059481719535874325,0.00610580032638275,0.007342995914772388,0.010858219090634336,0.011297328693215649,0.011851891682946205,0.011948735734751637,23.0,100.54248927038627,11650.0,11713.2,246.1,2.1124463519313306,6.18,21
