Change in OI,Close,Date,Expiry,High,LTP,Low,No. of contracts,Open,Open Int,Settle Price,Strike Price,Underlying Value,ttm
11625.0,395.35,2019-04-02,2019-05-30,402.95,395.05,361.65,405.0,373.05,253275.0,395.35,11800.0,11713.2,58.0
6825.0,342.75,2019-04-02,2019-05-30,349.95,348.05,314.2,437.0,333.2,164475.0,342.75,11900.0,11713.2,58.0
225.0,517.45,2019-04-02,2019-05-30,524.8,521.7,478.05,97.0,495.0,49650.0,517.45,11600.0,11713.2,58.0
1800.0,452.25,2019-04-02,2019-05-30,456.55,454.4,420.0,129.0,436.4,47475.0,452.25,11700.0,11713.2,58.0
6675.0,582.4,2019-04-02,2019-05-30,613.85,586.0,545.0,393.0,613.85,168825.0,582.4,11500.0,11713.2,58.0
675.0,725.0,2019-04-02,2019-05-30,725.0,725.0,676.5,12.0,700.0,14625.0,725.0,11300.0,11713.2,58.0
3675.0,652.85,2019-04-02,2019-05-30,660.0,655.0,610.05,59.0,623.65,18975.0,652.85,11400.0,11713.2,58.0
12225.0,298.3,2019-04-02,2019-05-30,305.55,299.95,270.45,1519.0,282.2,378600.0,298.3,12000.0,11713.2,58.0
15150.0,345.0,2019-04-02,2019-06-27,350.2,350.0,318.0,426.0,334.15,177150.0,345.0,12000.0,11713.2,86.0
3225.0,254.7,2019-04-02,2019-05-30,256.7,255.0,228.75,196.0,238.5,35250.0,254.7,12100.0,11713.2,58.0
-1425.0,455.0,2019-04-02,2019-05-02,455.0,455.0,454.95,19.0,455.0,75.0,455.0,11400.0,11713.2,30.0
75.0,505.15,2019-04-02,2019-06-27,505.15,505.15,487.2,6.0,503.0,409350.0,505.15,11700.0,11713.2,86.0
-2250.0,645.7,2019-04-02,2019-06-27,653.35,653.35,602.95,255.0,615.0,390075.0,645.7,11500.0,11713.2,86.0
-3000.0,1730.0,2019-04-02,2020-12-31,1730.0,1730.0,1725.0,40.0,1725.0,2475.0,1730.0,11500.0,11713.2,639.0
150.0,2015.0,2019-04-02,2021-06-24,2015.0,2015.0,2015.0,2.0,2015.0,150.0,2015.0,12100.0,11713.2,814.0
1650.0,2205.0,2019-04-02,2021-06-24,2205.0,2205.0,2205.0,22.0,2205.0,1650.0,2205.0,11800.0,11713.2,814.0
75.0,2075.0,2019-04-02,2021-06-24,2075.0,2075.0,2075.0,1.0,2075.0,75.0,2075.0,12000.0,11713.2,814.0
375.0,2399.0,2019-04-02,2021-06-24,2410.0,2399.0,2399.0,5.0,2410.0,24750.0,2399.0,11500.0,11713.2,814.0
3675.0,2337.45,2019-04-02,2021-06-24,2340.0,2334.5,2334.5,49.0,2340.0,3675.0,2337.45,11600.0,11713.2,814.0
5175.0,2275.0,2019-04-02,2021-06-24,2350.0,2275.0,2265.0,69.0,2275.0,5175.0,2275.0,11700.0,11713.2,814.0
75.0,2480.0,2019-04-02,2021-06-24,2480.0,2480.0,2480.0,1.0,2480.0,75.0,2480.0,11400.0,11713.2,814.0
225.0,1990.0,2019-04-02,2020-12-31,1990.0,1990.0,1990.0,3.0,1990.0,7350.0,1990.0,11600.0,11713.2,639.0
-375.0,765.0,2019-04-02,2019-12-26,765.0,765.0,765.0,5.0,765.0,2850.0,765.0,11700.0,11713.2,268.0
-75.0,970.0,2019-04-02,2019-12-26,972.6,970.0,935.0,7.0,935.0,50625.0,970.0,11500.0,11713.2,268.0
600.0,430.0,2019-04-02,2019-09-26,435.0,430.0,425.0,8.0,425.0,825.0,430.0,12000.0,11713.2,177.0
600.0,619.0,2019-04-02,2019-12-26,649.25,619.0,610.6,114.0,610.6,122325.0,619.0,12000.0,11713.2,268.0
300.0,446.0,2019-04-02,2019-06-27,450.0,446.0,446.0,4.0,450.0,375.0,446.0,11800.0,11713.2,86.0
75.0,539.9,2019-04-02,2019-04-25,539.9,539.9,539.9,1.0,539.9,1200.0,539.9,11250.0,11713.2,23.0
-75.0,451.0,2019-04-02,2019-04-04,451.0,451.0,451.0,1.0,451.0,1575.0,451.0,11250.0,11713.2,2.0
-3600.0,410.35,2019-04-02,2019-04-04,423.0,418.5,350.8,638.0,380.2,115500.0,410.35,11300.0,11713.2,2.0
-1125.0,324.8,2019-04-02,2019-04-04,324.8,324.8,301.0,15.0,320.0,5775.0,324.8,11350.0,11713.2,2.0
-8925.0,313.45,2019-04-02,2019-04-04,327.45,322.6,254.95,1167.0,273.45,73875.0,313.45,11400.0,11713.2,2.0
-5700.0,271.0,2019-04-02,2019-04-04,275.75,275.0,210.8,245.0,225.05,14925.0,271.0,11450.0,11713.2,2.0
1275.0,26.05,2019-04-02,2019-04-11,28.7,24.05,24.05,19.0,28.0,1275.0,26.05,11950.0,11713.2,9.0
50475.0,21.5,2019-04-02,2019-04-11,31.5,23.7,16.4,5725.0,24.75,134250.0,21.5,12000.0,11713.2,9.0
1125.0,17.0,2019-04-02,2019-04-11,17.0,17.0,11.5,15.0,11.5,1125.0,17.0,12050.0,11713.2,9.0
4275.0,10.5,2019-04-02,2019-04-11,19.9,9.6,7.15,411.0,19.9,10425.0,10.5,12100.0,11713.2,9.0
375.0,4.15,2019-04-02,2019-04-11,14.95,4.1,4.05,6.0,14.95,600.0,4.15,12150.0,11713.2,9.0
825.0,192.6,2019-04-02,2019-04-11,227.3,192.6,187.85,27.0,204.0,3450.0,192.6,11550.0,11713.2,9.0
15300.0,184.35,2019-04-02,2019-04-11,193.0,186.4,154.05,1956.0,171.95,36150.0,184.35,11600.0,11713.2,9.0
2550.0,153.2,2019-04-02,2019-04-11,160.0,157.0,122.45,501.0,148.0,7500.0,153.2,11650.0,11713.2,9.0
89475.0,40.25,2019-04-02,2019-04-11,43.95,42.5,31.5,5957.0,37.85,200100.0,40.25,11900.0,11713.2,9.0
-5625.0,512.1,2019-04-02,2019-04-25,525.0,517.7,469.05,457.0,495.45,442050.0,512.1,11300.0,11713.2,23.0
-52350.0,220.9,2019-04-02,2019-04-04,233.65,225.25,165.05,13698.0,225.5,263700.0,220.9,11500.0,11713.2,2.0
-7200.0,172.6,2019-04-02,2019-04-04,188.15,181.0,125.0,1139.0,156.6,48000.0,172.6,11550.0,11713.2,2.0
-78300.0,131.45,2019-04-02,2019-04-04,146.0,136.0,92.95,81779.0,128.7,317175.0,131.45,11600.0,11713.2,2.0
-5025.0,96.25,2019-04-02,2019-04-04,107.6,102.0,64.25,37850.0,84.6,146850.0,96.25,11650.0,11713.2,2.0
-311850.0,64.35,2019-04-02,2019-04-04,73.9,68.5,41.25,336256.0,63.9,1096650.0,64.35,11700.0,11713.2,2.0
55500.0,39.7,2019-04-02,2019-04-04,46.45,43.0,23.55,115788.0,39.8,614850.0,39.7,11750.0,11713.2,2.0
263100.0,21.65,2019-04-02,2019-04-04,26.45,24.0,12.45,221050.0,22.75,1517475.0,21.65,11800.0,11713.2,2.0
285075.0,9.4,2019-04-02,2019-04-04,11.9,10.85,5.6,60110.0,11.45,589950.0,9.4,11850.0,11713.2,2.0
420525.0,3.85,2019-04-02,2019-04-04,7.7,4.7,2.4,116509.0,7.7,1539825.0,3.85,11900.0,11713.2,2.0
58950.0,1.9,2019-04-02,2019-04-04,5.0,2.15,1.25,14808.0,5.0,171075.0,1.9,11950.0,11713.2,2.0
68325.0,1.15,2019-04-02,2019-04-04,2.95,1.1,0.95,74760.0,2.9,1022475.0,1.15,12000.0,11713.2,2.0
-12525.0,0.9,2019-04-02,2019-04-04,1.8,1.0,0.65,1397.0,1.35,11625.0,0.9,12050.0,11713.2,2.0
-48525.0,0.65,2019-04-02,2019-04-04,1.0,0.4,0.4,8549.0,1.0,116550.0,0.65,12100.0,11713.2,2.0
900.0,0.8,2019-04-02,2019-04-04,1.35,0.7,0.3,118.0,1.35,975.0,0.8,12150.0,11713.2,2.0
34650.0,123.65,2019-04-02,2019-04-11,128.6,126.0,100.45,7635.0,120.0,110775.0,123.65,11700.0,11713.2,9.0
16575.0,99.15,2019-04-02,2019-04-11,105.45,101.0,62.0,1623.0,85.05,31500.0,99.15,11750.0,11713.2,9.0
56925.0,75.65,2019-04-02,2019-04-11,80.0,78.3,58.85,10597.0,62.1,198150.0,75.65,11800.0,11713.2,9.0
192900.0,67.95,2019-04-02,2019-04-25,71.5,70.75,56.0,39373.0,69.35,2336175.0,67.95,12000.0,11713.2,23.0
4575.0,54.5,2019-04-02,2019-04-25,60.0,56.4,45.0,411.0,60.0,18675.0,54.5,12050.0,11713.2,23.0
83775.0,41.4,2019-04-02,2019-04-25,44.7,43.0,33.9,16054.0,44.7,782700.0,41.4,12100.0,11713.2,23.0
82650.0,152.65,2019-04-02,2019-04-25,158.8,157.3,128.6,30971.0,150.95,1518900.0,152.65,11800.0,11713.2,23.0
-46425.0,103.15,2019-04-02,2019-04-25,109.85,108.35,86.95,25935.0,100.9,854250.0,103.15,11900.0,11713.2,23.0
1725.0,86.65,2019-04-02,2019-04-25,90.2,88.8,71.95,357.0,79.75,19875.0,86.65,11950.0,11713.2,23.0
-26475.0,275.7,2019-04-02,2019-04-25,285.75,281.0,242.55,8495.0,262.8,1032300.0,275.7,11600.0,11713.2,23.0
-3675.0,246.1,2019-04-02,2019-04-25,250.0,247.7,210.15,790.0,243.2,23100.0,246.1,11650.0,11713.2,23.0
51075.0,209.95,2019-04-02,2019-04-25,218.0,215.45,180.05,28622.0,207.65,928725.0,209.95,11700.0,11713.2,23.0
8700.0,181.5,2019-04-02,2019-04-25,187.75,185.9,155.3,1500.0,174.05,44025.0,181.5,11750.0,11713.2,23.0
-10200.0,431.2,2019-04-02,2019-04-25,441.0,437.85,386.2,1152.0,415.0,354525.0,431.2,11400.0,11713.2,23.0
300.0,394.95,2019-04-02,2019-04-25,395.0,395.0,356.0,19.0,356.0,20775.0,394.95,11450.0,11713.2,23.0
29775.0,344.15,2019-04-02,2019-04-25,360.45,354.75,309.4,3614.0,338.2,681225.0,344.15,11500.0,11713.2,23.0
4200.0,128.45,2019-04-02,2019-04-25,133.0,132.0,107.5,1463.0,124.7,24975.0,128.45,11850.0,11713.2,23.0
-750.0,317.5,2019-04-02,2019-04-25,322.4,321.6,286.4,53.0,290.25,19275.0,317.5,11550.0,11713.2,23.0
75.0,415.0,2019-04-02,2019-04-11,421.0,415.0,415.0,2.0,421.0,225.0,415.0,11300.0,11713.2,9.0
75.0,380.0,2019-04-02,2019-04-11,380.0,380.0,380.0,1.0,380.0,75.0,380.0,11350.0,11713.2,9.0
5400.0,333.05,2019-04-02,2019-04-11,355.75,355.75,303.1,121.0,310.0,5700.0,333.05,11400.0,11713.2,9.0
75.0,300.0,2019-04-02,2019-04-11,300.0,300.0,300.0,1.0,300.0,75.0,300.0,11450.0,11713.2,9.0
2100.0,263.05,2019-04-02,2019-04-11,272.0,264.95,216.8,154.0,236.0,6900.0,263.05,11500.0,11713.2,9.0
10350.0,55.15,2019-04-02,2019-04-11,59.85,57.6,45.2,445.0,50.95,10500.0,55.15,11850.0,11713.2,9.0
1350.0,44.15,2019-04-02,2019-04-18,70.0,46.4,37.15,110.0,63.95,13800.0,44.15,12000.0,11713.2,16.0
225.0,113.25,2019-04-02,2019-04-18,152.0,115.35,109.95,5.0,137.35,225.0,113.25,11800.0,11713.2,16.0
9375.0,33.1,2019-04-02,2019-04-25,39.95,36.35,25.0,177.0,25.0,15750.0,33.1,12150.0,11713.2,23.0
-75.0,440.0,2019-04-03,2019-05-02,440.0,440.0,440.0,1.0,440.0,225.0,440.0,11500.0,11643.95,29.0
-1125.0,376.65,2019-04-03,2019-05-30,428.0,368.75,368.75,419.0,414.7,252150.0,376.65,11800.0,11643.95,57.0
4275.0,238.15,2019-04-03,2019-05-30,279.95,244.3,228.0,417.0,262.55,39525.0,238.15,12100.0,11643.95,57.0
525.0,283.6,2019-04-03,2019-05-30,327.15,277.05,277.05,1724.0,307.0,379125.0,283.6,12000.0,11643.95,57.0
-1575.0,329.1,2019-04-03,2019-05-30,374.25,328.45,324.0,334.0,367.05,162900.0,329.1,11900.0,11643.95,57.0
-900.0,498.1,2019-04-03,2019-05-30,550.75,480.0,480.0,117.0,537.95,48750.0,498.1,11600.0,11643.95,57.0
675.0,436.8,2019-04-03,2019-05-30,488.3,436.25,428.0,124.0,473.25,48150.0,436.8,11700.0,11643.95,57.0
-75.0,560.5,2019-04-03,2019-05-30,622.05,555.95,552.95,282.0,601.0,168750.0,560.5,11500.0,11643.95,57.0
1500.0,624.7,2019-04-03,2019-05-30,682.65,615.0,615.0,51.0,667.35,20475.0,624.7,11400.0,11643.95,57.0
75.0,514.0,2019-04-03,2019-04-25,592.0,514.0,514.0,3.0,592.0,1275.0,514.0,11250.0,11643.95,22.0
0.0,797.35,2019-04-03,2019-05-30,800.0,797.35,797.35,2.0,800.0,7425.0,797.35,11200.0,11643.95,57.0
134775.0,126.7,2019-04-03,2019-04-25,183.55,123.45,119.95,41584.0,161.0,1653675.0,126.7,11800.0,11643.95,22.0
8850.0,106.35,2019-04-03,2019-04-25,155.8,102.25,98.45,2576.0,139.6,33825.0,106.35,11850.0,11643.95,22.0
288375.0,83.7,2019-04-03,2019-04-25,130.8,81.95,78.55,37082.0,109.95,1142625.0,83.7,11900.0,11643.95,22.0
-390300.0,238.25,2019-04-03,2019-04-25,315.4,236.0,227.55,18484.0,280.6,642000.0,238.25,11600.0,11643.95,22.0
6900.0,207.55,2019-04-03,2019-04-25,279.9,206.7,199.45,399.0,250.15,30000.0,207.55,11650.0,11643.95,22.0
17025.0,178.8,2019-04-03,2019-04-25,245.35,174.6,170.1,29069.0,216.15,945750.0,178.8,11700.0,11643.95,22.0
36750.0,152.25,2019-04-03,2019-04-25,213.15,149.0,145.2,2533.0,190.0,80775.0,152.25,11750.0,11643.95,22.0
-8100.0,383.95,2019-04-03,2019-04-25,472.3,380.0,376.0,1640.0,444.35,346425.0,383.95,11400.0,11643.95,22.0
0.0,347.25,2019-04-03,2019-04-25,428.0,342.0,340.0,42.0,414.65,20775.0,347.25,11450.0,11643.95,22.0
-1125.0,312.05,2019-04-03,2019-04-25,389.2,306.45,300.0,4785.0,363.55,680100.0,312.05,11500.0,11643.95,22.0
-1425.0,272.8,2019-04-03,2019-04-25,344.9,269.95,265.9,89.0,337.3,17850.0,272.8,11550.0,11643.95,22.0
-8625.0,559.9,2019-04-03,2019-04-25,648.0,552.1,545.5,401.0,626.2,224625.0,559.9,11200.0,11643.95,22.0
-10725.0,468.05,2019-04-03,2019-04-25,558.0,467.5,457.25,463.0,535.0,431325.0,468.05,11300.0,11643.95,22.0
75.0,440.0,2019-04-03,2019-04-25,498.0,440.0,440.0,9.0,498.0,3225.0,440.0,11350.0,11643.95,22.0
-75.0,1270.0,2019-04-03,2020-06-25,1270.0,1270.0,1270.0,1.0,1270.0,1350.0,1270.0,11500.0,11643.95,449.0
-75.0,1475.0,2019-04-03,2020-06-25,1475.0,1475.0,1475.0,1.0,1475.0,1350.0,1475.0,11200.0,11643.95,449.0
-150.0,1480.0,2019-04-03,2020-12-31,1480.0,1480.0,1480.0,2.0,1480.0,1125.0,1480.0,11700.0,11643.95,638.0
-75.0,1700.0,2019-04-03,2020-12-31,1700.0,1700.0,1700.0,1.0,1700.0,1050.0,1700.0,11400.0,11643.95,638.0
75.0,2415.0,2019-04-03,2021-06-24,2415.0,2415.0,2415.0,1.0,2415.0,3750.0,2415.0,11600.0,11643.95,813.0
75.0,2345.0,2019-04-03,2021-06-24,2345.0,2345.0,2345.0,1.0,2345.0,5250.0,2345.0,11700.0,11643.95,813.0
36975.0,31.7,2019-04-03,2019-04-25,56.25,30.3,29.25,24076.0,45.0,819675.0,31.7,12100.0,11643.95,22.0
0.0,921.0,2019-04-03,2019-12-26,987.0,921.0,921.0,5.0,982.5,50625.0,921.0,11500.0,11643.95,267.0
450.0,619.0,2019-04-03,2019-12-26,668.6,619.0,619.0,25.0,668.6,122775.0,619.0,12000.0,11643.95,267.0
4500.0,335.65,2019-04-03,2019-06-27,378.0,330.15,327.35,522.0,360.0,181650.0,335.65,12000.0,11643.95,85.0
-300.0,503.5,2019-04-03,2019-06-27,549.45,501.0,501.0,20.0,529.0,409050.0,503.5,11700.0,11643.95,85.0
75.0,604.9,2019-04-03,2019-06-27,604.9,604.9,604.9,1.0,604.9,1350.0,604.9,11600.0,11643.95,85.0
-7350.0,619.3,2019-04-03,2019-06-27,676.0,619.5,611.0,284.0,660.05,382725.0,619.3,11500.0,11643.95,85.0
150.0,440.0,2019-04-03,2019-09-26,460.05,440.0,440.0,2.0,460.05,975.0,440.0,12000.0,11643.95,176.0
2250.0,41.7,2019-04-03,2019-04-25,70.0,41.05,39.05,296.0,59.95,20925.0,41.7,12050.0,11643.95,22.0
0.0,719.4,2019-04-03,2019-05-30,725.1,719.4,719.4,4.0,725.1,14625.0,719.4,11300.0,11643.95,57.0
9900.0,66.75,2019-04-03,2019-04-25,104.8,64.1,63.15,1014.0,93.2,29775.0,66.75,11950.0,11643.95,22.0
-750.0,467.6,2019-04-03,2019-04-04,561.2,453.05,444.9,237.0,540.85,15000.0,467.6,11200.0,11643.95,1.0
-525.0,426.3,2019-04-03,2019-04-04,498.0,426.3,426.3,11.0,498.0,1050.0,426.3,11250.0,11643.95,1.0
-42150.0,367.65,2019-04-03,2019-04-04,464.05,353.6,345.1,1218.0,422.35,73350.0,367.65,11300.0,11643.95,1.0
-225.0,333.25,2019-04-03,2019-04-04,400.6,333.25,333.25,28.0,400.0,5550.0,333.25,11350.0,11643.95,1.0
-19950.0,261.6,2019-04-03,2019-04-04,364.15,255.5,248.0,1277.0,342.0,53925.0,261.6,11400.0,11643.95,1.0
-4725.0,225.35,2019-04-03,2019-04-04,303.1,205.0,199.35,113.0,292.0,10200.0,225.35,11450.0,11643.95,1.0
123600.0,90.9,2019-04-03,2019-04-11,149.7,89.0,83.4,10420.0,127.05,234375.0,90.9,11700.0,11643.95,8.0
63450.0,69.05,2019-04-03,2019-04-11,119.0,67.1,62.55,4500.0,105.55,94950.0,69.05,11750.0,11643.95,8.0
206325.0,49.7,2019-04-03,2019-04-11,92.0,49.8,45.8,20135.0,78.25,404475.0,49.7,11800.0,11643.95,8.0
26625.0,35.55,2019-04-03,2019-04-11,68.85,33.75,32.5,2946.0,56.0,37125.0,35.55,11850.0,11643.95,8.0
99225.0,24.6,2019-04-03,2019-04-11,50.5,24.9,22.0,13640.0,43.95,299325.0,24.6,11900.0,11643.95,8.0
21975.0,53.55,2019-04-03,2019-04-25,88.9,52.3,50.0,67792.0,73.3,2358150.0,53.55,12000.0,11643.95,22.0
-94050.0,164.3,2019-04-03,2019-04-04,267.45,158.6,150.0,11399.0,229.25,169650.0,164.3,11500.0,11643.95,1.0
-4575.0,118.9,2019-04-03,2019-04-04,217.95,111.0,105.3,1166.0,190.0,43425.0,118.9,11550.0,11643.95,1.0
-15300.0,78.1,2019-04-03,2019-04-04,171.95,69.55,66.0,49565.0,156.0,301875.0,78.1,11600.0,11643.95,1.0
288675.0,43.9,2019-04-03,2019-04-04,127.0,37.0,35.0,34617.0,105.0,435525.0,43.9,11650.0,11643.95,1.0
272475.0,24.25,2019-04-03,2019-04-04,87.9,16.0,16.0,291465.0,79.85,1369125.0,24.25,11700.0,11643.95,1.0
670125.0,10.75,2019-04-03,2019-04-04,53.4,6.25,6.25,224507.0,47.7,1284975.0,10.75,11750.0,11643.95,1.0
846900.0,4.4,2019-04-03,2019-04-04,28.95,2.65,2.55,417233.0,20.45,2364375.0,4.4,11800.0,11643.95,1.0
-375.0,1.55,2019-04-03,2019-04-04,13.5,1.15,0.95,146277.0,11.2,589575.0,1.55,11850.0,11643.95,1.0
-159825.0,0.9,2019-04-03,2019-04-04,5.35,0.85,0.75,206083.0,4.65,1380000.0,0.9,11900.0,11643.95,1.0
-71850.0,0.65,2019-04-03,2019-04-04,2.55,0.6,0.5,26941.0,1.85,99225.0,0.65,11950.0,11643.95,1.0
131100.0,0.6,2019-04-03,2019-04-04,1.4,0.6,0.5,80894.0,1.0,1153575.0,0.6,12000.0,11643.95,1.0
-2550.0,0.45,2019-04-03,2019-04-04,1.0,0.55,0.2,873.0,0.2,9075.0,0.45,12050.0,11643.95,1.0
-33000.0,0.4,2019-04-03,2019-04-04,0.65,0.45,0.25,5588.0,0.6,83550.0,0.4,12100.0,11643.95,1.0
11850.0,17.7,2019-04-03,2019-04-11,38.05,18.0,15.7,1106.0,34.0,13125.0,17.7,11950.0,11643.95,8.0
2625.0,7.75,2019-04-03,2019-04-11,17.85,7.0,5.45,65.0,9.1,3750.0,7.75,12050.0,11643.95,8.0
149475.0,12.15,2019-04-03,2019-04-11,26.4,11.9,10.0,13656.0,22.55,283725.0,12.15,12000.0,11643.95,8.0
78975.0,5.8,2019-04-03,2019-04-11,12.65,5.4,5.15,4201.0,11.45,89400.0,5.8,12100.0,11643.95,8.0
18600.0,214.85,2019-04-03,2019-04-11,300.0,214.85,206.0,534.0,281.2,25500.0,214.85,11500.0,11643.95,8.0
2625.0,179.15,2019-04-03,2019-04-11,253.6,182.1,172.0,115.0,210.0,6075.0,179.15,11550.0,11643.95,8.0
58950.0,146.25,2019-04-03,2019-04-11,219.1,148.9,136.0,3220.0,183.1,95100.0,146.25,11600.0,11643.95,8.0
11475.0,117.35,2019-04-03,2019-04-11,181.0,116.15,108.4,795.0,163.15,18975.0,117.35,11650.0,11643.95,8.0
450.0,474.1,2019-04-03,2019-04-11,562.1,470.2,470.2,29.0,552.3,2175.0,474.1,11200.0,11643.95,8.0
0.0,380.0,2019-04-03,2019-04-11,380.0,380.0,380.0,1.0,380.0,225.0,380.0,11300.0,11643.95,8.0
450.0,297.45,2019-04-03,2019-04-11,377.7,295.4,288.0,59.0,374.45,6150.0,297.45,11400.0,11643.95,8.0
1425.0,133.35,2019-04-03,2019-04-18,175.95,128.95,122.0,27.0,175.95,1425.0,133.35,11700.0,11643.95,15.0
3825.0,33.75,2019-04-03,2019-04-18,56.0,31.0,30.0,169.0,47.0,17625.0,33.75,12000.0,11643.95,15.0
225.0,66.8,2019-04-03,2019-04-18,97.05,66.8,66.8,5.0,77.0,225.0,66.8,11900.0,11643.95,15.0
9000.0,90.2,2019-04-03,2019-04-18,136.4,90.4,83.75,164.0,87.35,9225.0,90.2,11800.0,11643.95,15.0
0.0,26.4,2019-04-03,2019-04-18,35.25,26.4,25.3,7.0,35.25,1575.0,26.4,12100.0,11643.95,15.0
0.0,548.45,2019-04-04,2019-04-25,600.9,542.15,521.0,13.0,596.75,1125.0,548.45,11150.0,11598.0,21.0
-3375.0,502.3,2019-04-04,2019-04-25,571.45,509.35,477.0,512.0,535.75,221250.0,502.3,11200.0,11598.0,21.0
-10575.0,335.8,2019-04-04,2019-04-25,395.0,333.75,311.0,1629.0,370.45,335850.0,335.8,11400.0,11598.0,21.0
150.0,378.75,2019-04-04,2019-04-25,430.0,378.75,353.35,13.0,420.0,3375.0,378.75,11350.0,11598.0,21.0
-16800.0,417.1,2019-04-04,2019-04-25,482.05,425.3,390.0,1787.0,462.35,414525.0,417.1,11300.0,11598.0,21.0
1050.0,226.3,2019-04-04,2019-04-25,269.15,226.0,207.1,67.0,263.55,18900.0,226.3,11550.0,11598.0,21.0
90525.0,33.75,2019-04-04,2019-04-25,55.0,33.9,28.0,63512.0,55.0,2448675.0,33.75,12000.0,11598.0,21.0
-4425.0,25.8,2019-04-04,2019-04-25,41.2,25.05,21.5,919.0,41.0,16500.0,25.8,12050.0,11598.0,21.0
299400.0,90.0,2019-04-04,2019-04-25,125.45,90.25,78.45,56855.0,96.55,1953075.0,90.0,11800.0,11598.0,21.0
19350.0,72.4,2019-04-04,2019-04-25,103.15,73.45,63.2,2695.0,96.25,53175.0,72.4,11850.0,11598.0,21.0
304800.0,55.65,2019-04-04,2019-04-25,83.05,56.55,47.6,44547.0,77.1,1447425.0,55.65,11900.0,11598.0,21.0
-4200.0,43.2,2019-04-04,2019-04-25,65.4,43.05,36.85,1925.0,52.3,25575.0,43.2,11950.0,11598.0,21.0
43575.0,194.25,2019-04-04,2019-04-25,245.9,195.0,175.25,23895.0,232.85,685575.0,194.25,11600.0,11598.0,21.0
22800.0,165.1,2019-04-04,2019-04-25,219.2,164.65,148.4,3273.0,219.2,52800.0,165.1,11650.0,11598.0,21.0
202950.0,136.4,2019-04-04,2019-04-25,180.2,137.0,121.3,54070.0,175.75,1148700.0,136.4,11700.0,11598.0,21.0
13875.0,112.45,2019-04-04,2019-04-25,152.25,113.0,98.55,3883.0,138.7,94650.0,112.45,11750.0,11598.0,21.0
675.0,298.35,2019-04-04,2019-04-25,338.0,298.0,277.0,47.0,331.85,21450.0,298.35,11450.0,11598.0,21.0
80550.0,259.35,2019-04-04,2019-04-25,315.25,260.0,237.0,12188.0,308.95,760650.0,259.35,11500.0,11598.0,21.0
0.0,459.4,2019-04-04,2019-04-25,497.55,459.4,459.4,4.0,497.55,1275.0,459.4,11250.0,11598.0,21.0
46050.0,259.9,2019-04-04,2019-05-30,292.2,262.5,250.0,1685.0,279.6,425175.0,259.9,12000.0,11598.0,56.0
75.0,2265.0,2019-04-04,2021-06-24,2265.0,2265.0,2265.0,1.0,2265.0,5325.0,2265.0,11700.0,11598.0,812.0
1875.0,300.7,2019-04-04,2019-05-30,334.65,303.3,288.85,542.0,328.05,164775.0,300.7,11900.0,11598.0,56.0
225.0,500.0,2019-04-04,2019-06-27,571.45,500.0,500.0,3.0,571.45,1575.0,500.0,11600.0,11598.0,84.0
75.0,482.65,2019-04-04,2019-06-27,500.0,482.65,451.1,8.0,480.0,409125.0,482.65,11700.0,11598.0,84.0
-225.0,581.6,2019-04-04,2019-06-27,628.95,582.5,565.5,166.0,600.0,382500.0,581.6,11500.0,11598.0,84.0
1125.0,587.15,2019-04-04,2019-12-26,623.75,586.0,583.75,72.0,619.0,123900.0,587.15,12000.0,11598.0,266.0
300.0,931.5,2019-04-04,2019-12-26,960.0,931.5,915.0,6.0,935.0,50925.0,931.5,11500.0,11598.0,266.0
3750.0,820.0,2019-04-04,2019-12-26,900.0,820.0,820.0,50.0,900.0,6600.0,820.0,11700.0,11598.0,266.0
-75.0,1325.0,2019-04-04,2020-12-31,1325.0,1325.0,1325.0,1.0,1325.0,0.0,1325.0,11900.0,11598.0,637.0
16725.0,311.25,2019-04-04,2019-06-27,344.9,313.55,299.9,634.0,329.5,198375.0,311.25,12000.0,11598.0,84.0
600.0,457.25,2019-04-04,2019-05-30,502.05,455.0,448.65,153.0,479.0,49350.0,457.25,11600.0,11598.0,56.0
11325.0,402.2,2019-04-04,2019-05-30,436.85,405.0,388.6,468.0,420.95,59475.0,402.2,11700.0,11598.0,56.0
-9600.0,518.0,2019-04-04,2019-05-30,568.95,531.1,505.0,379.0,553.65,159150.0,518.0,11500.0,11598.0,56.0
525.0,630.95,2019-04-04,2019-05-30,680.0,617.75,617.75,12.0,680.0,15150.0,630.95,11300.0,11598.0,56.0
4800.0,584.6,2019-04-04,2019-05-30,615.6,579.0,564.8,81.0,612.0,25275.0,584.6,11400.0,11598.0,56.0
1650.0,707.8,2019-04-04,2019-05-30,770.0,707.8,693.75,30.0,749.0,9075.0,707.8,11200.0,11598.0,56.0
2700.0,347.7,2019-04-04,2019-05-30,385.4,344.5,334.25,838.0,362.45,254850.0,347.7,11800.0,11598.0,56.0
-75.0,448.95,2019-04-04,2019-04-04,448.95,448.95,435.45,2.0,435.45,0.0,0.0,11150.0,11598.0,0.0
-14325.0,391.0,2019-04-04,2019-04-04,452.95,390.0,351.0,388.0,452.95,675.0,0.0,11200.0,11598.0,0.0
-900.0,345.0,2019-04-04,2019-04-04,396.3,345.0,345.0,27.0,393.05,150.0,0.0,11250.0,11598.0,0.0
-72375.0,291.65,2019-04-04,2019-04-04,363.3,283.05,257.95,1921.0,335.65,975.0,0.0,11300.0,11598.0,0.0
