Change in OI,Close,Date,Expiry,High,Low,Open,Open Int,Strike Price,Underlying Value,index,ttm
480.0,295.3,2016-06-22,2016-06-23,420.75,295.3,359.85,1140.0,17300.0,17626.05,19190.0,1.0
313170.0,2.7,2016-06-22,2016-06-23,17.85,2.2,9.9,805440.0,18000.0,17626.05,19191.0,1.0
149250.0,5.9,2016-06-22,2016-06-23,35.5,5.0,19.1,341250.0,17900.0,17626.05,19192.0,1.0
149940.0,14.7,2016-06-22,2016-06-23,69.3,11.9,39.95,447210.0,17800.0,17626.05,19193.0,1.0
81420.0,34.3,2016-06-22,2016-06-23,117.5,25.5,67.9,247860.0,17700.0,17626.05,19194.0,1.0
-41730.0,0.35,2016-06-22,2016-06-23,1.4,0.25,1.4,74910.0,18300.0,17626.05,19195.0,1.0
33330.0,0.5,2016-06-22,2016-06-23,2.5,0.35,1.4,219420.0,18200.0,17626.05,19196.0,1.0
94320.0,1.15,2016-06-22,2016-06-23,7.0,0.75,4.1,270540.0,18100.0,17626.05,19197.0,1.0
72000.0,71.85,2016-06-22,2016-06-23,189.95,50.55,114.3,115470.0,17600.0,17626.05,19204.0,1.0
90.0,550.6,2016-06-22,2016-06-23,680.0,550.6,680.0,720.0,17000.0,17626.05,19205.0,1.0
-30.0,470.7,2016-06-22,2016-06-23,484.35,470.7,484.35,150.0,17100.0,17626.05,19206.0,1.0
0.0,440.15,2016-06-22,2016-06-23,458.8,406.0,406.0,120.0,17200.0,17626.05,19207.0,1.0
640.0,430.35,2016-06-22,2016-07-07,495.0,405.0,495.0,680.0,17500.0,17626.05,19213.0,15.0
7080.0,179.65,2016-06-22,2016-07-07,220.1,150.0,181.05,19200.0,18000.0,17626.05,19214.0,15.0
34480.0,226.65,2016-06-23,2016-07-28,234.0,173.0,179.8,58160.0,18500.0,17892.45,19217.0,35.0
18200.0,448.65,2016-06-23,2016-07-28,457.2,346.2,348.15,51400.0,18000.0,17892.45,19220.0,35.0
40.0,575.95,2016-06-23,2016-07-28,575.95,575.95,575.95,440.0,17800.0,17892.45,19221.0,35.0
3760.0,745.6,2016-06-23,2016-07-28,770.0,600.0,616.1,19760.0,17500.0,17892.45,19225.0,35.0
40.0,500.0,2016-06-23,2016-08-25,500.0,500.0,500.0,40.0,18000.0,17892.45,19226.0,63.0
150.0,684.2,2016-06-23,2016-06-30,697.25,491.55,507.65,14340.0,17300.0,17892.45,19233.0,7.0
570.0,773.4,2016-06-23,2016-06-30,791.6,570.0,570.05,10860.0,17200.0,17892.45,19234.0,7.0
5100.0,450.55,2016-06-23,2016-06-30,470.0,287.15,287.15,37590.0,17600.0,17892.45,19235.0,7.0
6270.0,532.2,2016-06-23,2016-06-30,546.3,354.9,355.9,196770.0,17500.0,17892.45,19236.0,7.0
1140.0,603.6,2016-06-23,2016-06-30,610.0,423.3,425.05,13620.0,17400.0,17892.45,19237.0,7.0
20910.0,266.5,2016-06-23,2016-06-30,275.15,147.85,147.85,63990.0,17900.0,17892.45,19238.0,7.0
-26310.0,324.1,2016-06-23,2016-06-30,334.9,188.35,192.0,84780.0,17800.0,17892.45,19239.0,7.0
-9690.0,385.65,2016-06-23,2016-06-30,399.0,231.9,246.85,54930.0,17700.0,17892.45,19240.0,7.0
-9150.0,131.85,2016-06-23,2016-06-30,138.0,67.8,68.1,126660.0,18200.0,17892.45,19241.0,7.0
69900.0,168.65,2016-06-23,2016-06-30,180.0,90.4,91.2,108480.0,18100.0,17892.45,19242.0,7.0
-6000.0,216.55,2016-06-23,2016-06-30,224.95,116.85,120.0,549540.0,18000.0,17892.45,19243.0,7.0
-21780.0,54.75,2016-06-23,2016-06-30,61.85,24.0,26.0,515040.0,18500.0,17892.45,19248.0,7.0
12540.0,75.4,2016-06-23,2016-06-30,80.0,36.75,36.75,45780.0,18400.0,17892.45,19249.0,7.0
28320.0,99.7,2016-06-23,2016-06-30,105.0,53.65,53.65,120420.0,18300.0,17892.45,19250.0,7.0
-105060.0,267.35,2016-06-23,2016-06-23,278.55,44.95,68.3,10410.0,17600.0,17892.45,19252.0,0.0
-43560.0,370.55,2016-06-23,2016-06-23,391.35,100.0,113.55,7230.0,17500.0,17892.45,19253.0,0.0
-1830.0,482.4,2016-06-23,2016-06-23,490.0,210.0,227.7,1320.0,17400.0,17892.45,19254.0,0.0
-60.0,591.85,2016-06-23,2016-06-23,593.8,300.0,355.05,1080.0,17300.0,17892.45,19255.0,0.0
139890.0,0.15,2016-06-23,2016-06-23,1.4,0.05,1.3,945330.0,18000.0,17892.45,19256.0,0.0
438270.0,2.5,2016-06-23,2016-06-23,9.95,0.05,2.7,779520.0,17900.0,17892.45,19257.0,0.0
-416130.0,76.3,2016-06-23,2016-06-23,92.0,6.55,9.65,31080.0,17800.0,17892.45,19258.0,0.0
-232890.0,167.85,2016-06-23,2016-06-23,180.0,21.4,29.95,14970.0,17700.0,17892.45,19259.0,0.0
-14220.0,0.05,2016-06-23,2016-06-23,0.1,0.05,0.1,60690.0,18300.0,17892.45,19260.0,0.0
63510.0,0.05,2016-06-23,2016-06-23,0.25,0.05,0.25,282930.0,18200.0,17892.45,19261.0,0.0
26100.0,0.05,2016-06-23,2016-06-23,0.55,0.05,0.55,296640.0,18100.0,17892.45,19262.0,0.0
-1170.0,0.05,2016-06-23,2016-06-23,0.05,0.05,0.05,6840.0,18600.0,17892.45,19264.0,0.0
-12630.0,0.05,2016-06-23,2016-06-23,0.1,0.05,0.1,121830.0,18500.0,17892.45,19265.0,0.0
-2400.0,0.05,2016-06-23,2016-06-23,0.1,0.05,0.05,47850.0,18400.0,17892.45,19266.0,0.0
-90.0,726.85,2016-06-23,2016-06-23,779.95,400.8,445.6,30.0,17200.0,17892.45,19269.0,0.0
21930.0,39.75,2016-06-23,2016-06-30,43.0,18.0,18.0,45600.0,18600.0,17892.45,19272.0,7.0
1360.0,532.0,2016-06-23,2016-07-07,532.0,450.25,469.95,2040.0,17500.0,17892.45,19278.0,14.0
40.0,267.0,2016-06-23,2016-07-07,267.0,240.0,247.0,40.0,17900.0,17892.45,19279.0,14.0
5920.0,297.5,2016-06-23,2016-07-07,304.95,191.1,191.1,25120.0,18000.0,17892.45,19280.0,14.0
1800.0,113.75,2016-06-23,2016-07-07,123.0,71.95,76.05,5400.0,18500.0,17892.45,19281.0,14.0
360.0,560.0,2016-06-24,2016-07-07,560.0,359.0,430.0,360.0,17000.0,17426.05,19287.0,13.0
3600.0,249.2,2016-06-24,2016-07-07,260.15,101.0,101.0,5640.0,17500.0,17426.05,19288.0,13.0
120.0,29.0,2016-06-24,2016-07-07,29.0,29.0,29.0,160.0,17900.0,17426.05,19289.0,13.0
40.0,31.1,2016-06-24,2016-07-07,31.1,31.1,31.1,40.0,17700.0,17426.05,19290.0,13.0
9520.0,74.0,2016-06-24,2016-07-07,119.65,42.95,100.0,34640.0,18000.0,17426.05,19292.0,13.0
-9150.0,17.45,2016-06-24,2016-06-30,53.0,9.9,50.05,99330.0,18100.0,17426.05,19296.0,6.0
28830.0,25.0,2016-06-24,2016-06-30,91.05,12.45,91.0,578370.0,18000.0,17426.05,19297.0,6.0
43890.0,52.1,2016-06-24,2016-06-30,100.25,20.8,100.05,128670.0,17800.0,17426.05,19312.0,6.0
17370.0,35.75,2016-06-24,2016-06-30,96.1,15.1,96.05,81360.0,17900.0,17426.05,19313.0,6.0
169470.0,141.55,2016-06-24,2016-06-30,200.0,55.45,200.0,366240.0,17500.0,17426.05,19314.0,6.0
23850.0,381.3,2016-06-24,2016-06-30,406.4,174.8,313.45,28440.0,17100.0,17426.05,19324.0,6.0
77640.0,468.65,2016-06-24,2016-06-30,510.0,221.0,510.0,209940.0,17000.0,17426.05,19325.0,6.0
10740.0,532.8,2016-06-24,2016-06-30,557.85,263.4,450.0,13110.0,16900.0,17426.05,19326.0,6.0
42300.0,184.4,2016-06-24,2016-06-30,210.0,79.8,210.0,55920.0,17400.0,17426.05,19327.0,6.0
92610.0,240.05,2016-06-24,2016-06-30,405.0,102.85,405.0,106950.0,17300.0,17426.05,19328.0,6.0
84630.0,314.65,2016-06-24,2016-06-30,334.0,130.0,239.0,95490.0,17200.0,17426.05,19329.0,6.0
44520.0,74.3,2016-06-24,2016-06-30,111.0,30.0,102.0,99450.0,17700.0,17426.05,19330.0,6.0
34920.0,102.55,2016-06-24,2016-06-30,210.0,43.35,210.0,72510.0,17600.0,17426.05,19331.0,6.0
3780.0,628.65,2016-06-24,2016-06-30,652.4,333.6,540.85,8160.0,16800.0,17426.05,19332.0,6.0
32720.0,227.7,2016-06-24,2016-07-28,239.9,120.0,150.0,84120.0,18000.0,17426.05,19334.0,34.0
240.0,399.25,2016-06-24,2016-07-28,421.65,325.55,420.0,320.0,17600.0,17426.05,19335.0,34.0
480.0,345.95,2016-06-24,2016-07-28,399.4,325.0,388.95,520.0,17700.0,17426.05,19336.0,34.0
400.0,297.0,2016-06-24,2016-07-28,305.0,200.0,200.05,840.0,17800.0,17426.05,19337.0,34.0
14040.0,723.85,2016-06-24,2016-07-28,760.0,490.0,550.1,27800.0,17000.0,17426.05,19340.0,34.0
20400.0,436.8,2016-06-24,2016-07-28,450.0,223.0,344.0,40160.0,17500.0,17426.05,19341.0,34.0
280.0,688.25,2016-06-24,2016-07-28,688.25,378.35,378.35,280.0,17300.0,17426.05,19342.0,34.0
320.0,950.0,2016-06-27,2016-08-25,950.0,900.0,900.0,320.0,17000.0,17514.95,19347.0,59.0
7200.0,80.2,2016-06-27,2016-07-07,96.0,60.0,60.0,41840.0,18000.0,17514.95,19348.0,10.0
-80.0,150.0,2016-06-27,2016-07-07,150.0,120.0,120.0,80.0,17900.0,17514.95,19354.0,10.0
19840.0,266.2,2016-06-27,2016-07-07,316.25,232.0,276.95,25480.0,17500.0,17514.95,19355.0,10.0
920.0,220.0,2016-06-27,2016-07-07,250.0,195.0,199.0,920.0,17600.0,17514.95,19356.0,10.0
-39810.0,508.3,2016-06-27,2016-06-30,595.0,439.25,439.25,170130.0,17000.0,17514.95,19357.0,3.0
40.0,575.0,2016-06-27,2016-07-07,590.0,560.0,560.0,400.0,17000.0,17514.95,19358.0,10.0
-690.0,592.6,2016-06-27,2016-06-30,676.4,542.15,572.0,12420.0,16900.0,17514.95,19359.0,3.0
7170.0,195.0,2016-06-27,2016-06-30,259.35,158.95,158.95,63090.0,17400.0,17514.95,19360.0,3.0
-69660.0,262.95,2016-06-27,2016-06-30,336.5,210.0,210.0,37290.0,17300.0,17514.95,19361.0,3.0
-22470.0,338.95,2016-06-27,2016-06-30,418.95,264.85,264.85,73020.0,17200.0,17514.95,19368.0,3.0
33240.0,62.25,2016-06-27,2016-06-30,92.25,46.2,60.0,132690.0,17700.0,17514.95,19369.0,3.0
33300.0,95.9,2016-06-27,2016-06-30,137.35,77.2,89.9,105810.0,17600.0,17514.95,19370.0,3.0
56580.0,141.4,2016-06-27,2016-06-30,194.0,112.0,113.95,422820.0,17500.0,17514.95,19371.0,3.0
32010.0,23.15,2016-06-27,2016-06-30,37.5,18.0,25.95,113370.0,17900.0,17514.95,19372.0,3.0
76470.0,38.35,2016-06-27,2016-06-30,58.9,29.4,40.0,205140.0,17800.0,17514.95,19373.0,3.0
3870.0,4.25,2016-06-27,2016-06-30,8.65,3.75,5.8,128340.0,18200.0,17514.95,19374.0,3.0
12510.0,7.7,2016-06-27,2016-06-30,14.4,6.05,12.0,111840.0,18100.0,17514.95,19375.0,3.0
124410.0,14.15,2016-06-27,2016-06-30,23.6,11.4,16.95,702780.0,18000.0,17514.95,19376.0,3.0
-3150.0,417.05,2016-06-27,2016-06-30,502.85,364.45,371.35,25290.0,17100.0,17514.95,19386.0,3.0
6400.0,773.35,2016-06-27,2016-07-28,848.95,718.65,779.95,34200.0,17000.0,17514.95,19390.0,31.0
4440.0,460.85,2016-06-27,2016-07-28,520.0,428.15,428.2,44600.0,17500.0,17514.95,19391.0,31.0
-40.0,300.0,2016-06-27,2016-07-28,330.0,300.0,314.5,800.0,17800.0,17514.95,19392.0,31.0
200.0,359.0,2016-06-27,2016-07-28,359.0,359.0,359.0,720.0,17700.0,17514.95,19393.0,31.0
-80.0,412.5,2016-06-27,2016-07-28,445.0,400.0,445.0,240.0,17600.0,17514.95,19394.0,31.0
21920.0,241.05,2016-06-27,2016-07-28,274.6,224.0,224.5,106040.0,18000.0,17514.95,19395.0,31.0
640.0,194.0,2016-06-28,2016-07-07,204.8,165.0,204.8,680.0,17700.0,17561.55,19402.0,9.0
40.0,60.0,2016-06-28,2016-07-07,60.0,60.0,60.0,40.0,18100.0,17561.55,19403.0,9.0
18960.0,74.85,2016-06-28,2016-07-07,95.5,70.55,87.55,60800.0,18000.0,17561.55,19404.0,9.0
520.0,137.4,2016-06-28,2016-07-07,159.0,130.4,159.0,520.0,17800.0,17561.55,19411.0,9.0
200.0,103.5,2016-06-28,2016-07-07,130.0,92.0,130.0,280.0,17900.0,17561.55,19412.0,9.0
16360.0,281.25,2016-06-28,2016-07-07,330.0,260.0,274.0,41840.0,17500.0,17561.55,19413.0,9.0
8840.0,221.95,2016-06-28,2016-07-07,267.0,205.0,245.0,9760.0,17600.0,17561.55,19414.0,9.0
-1320.0,466.5,2016-06-28,2016-06-30,525.3,404.0,445.4,23970.0,17100.0,17561.55,19415.0,2.0
80.0,680.0,2016-06-28,2016-07-07,700.0,575.0,575.0,480.0,17000.0,17561.55,19416.0,9.0
-36390.0,549.65,2016-06-28,2016-06-30,625.05,490.0,547.65,133740.0,17000.0,17561.55,19417.0,2.0
-210.0,670.0,2016-06-28,2016-06-30,670.0,595.75,646.3,12210.0,16900.0,17561.55,19418.0,2.0
-13410.0,203.6,2016-06-28,2016-06-30,266.0,182.35,195.9,49680.0,17400.0,17561.55,19419.0,2.0
-5910.0,282.1,2016-06-28,2016-06-30,345.0,248.4,259.9,31380.0,17300.0,17561.55,19428.0,2.0
-5580.0,365.6,2016-06-28,2016-06-30,431.4,323.0,356.7,67440.0,17200.0,17561.55,19429.0,2.0
83730.0,55.9,2016-06-28,2016-06-30,88.35,49.05,54.9,216420.0,17700.0,17561.55,19430.0,2.0
53130.0,92.75,2016-06-28,2016-06-30,135.65,83.5,97.35,158940.0,17600.0,17561.55,19431.0,2.0
1500.0,143.6,2016-06-28,2016-06-30,196.0,128.9,144.95,424320.0,17500.0,17561.55,19432.0,2.0
30270.0,10.9,2016-06-28,2016-06-30,20.55,8.1,13.8,733050.0,18000.0,17561.55,19433.0,2.0
27810.0,18.95,2016-06-28,2016-06-30,34.0,15.95,21.6,141180.0,17900.0,17561.55,19434.0,2.0
63120.0,32.8,2016-06-28,2016-06-30,55.0,28.05,34.35,268260.0,17800.0,17561.55,19435.0,2.0
13020.0,2.55,2016-06-28,2016-06-30,5.5,2.25,3.55,141360.0,18200.0,17561.55,19436.0,2.0
32940.0,5.45,2016-06-28,2016-06-30,11.1,4.05,6.15,144780.0,18100.0,17561.55,19437.0,2.0
12280.0,808.0,2016-06-28,2016-07-28,860.0,760.0,800.65,46480.0,17000.0,17561.55,19449.0,30.0
40.0,825.0,2016-06-28,2016-07-28,825.0,825.0,825.0,40.0,16900.0,17561.55,19450.0,30.0
40.0,600.0,2016-06-28,2016-07-28,600.0,600.0,600.0,320.0,17300.0,17561.55,19452.0,30.0
160.0,330.0,2016-06-28,2016-07-28,337.0,303.0,303.0,960.0,17800.0,17561.55,19453.0,30.0
320.0,429.95,2016-06-28,2016-07-28,429.95,332.5,360.0,1040.0,17700.0,17561.55,19454.0,30.0
80.0,401.0,2016-06-28,2016-07-28,489.95,395.8,395.8,320.0,17600.0,17561.55,19455.0,30.0
21640.0,243.3,2016-06-28,2016-07-28,269.5,230.0,252.3,127680.0,18000.0,17561.55,19456.0,30.0
7360.0,477.45,2016-06-28,2016-07-28,520.85,455.0,473.15,51960.0,17500.0,17561.55,19458.0,30.0
2000.0,32.1,2016-06-29,2016-07-07,40.0,30.0,40.0,2000.0,18200.0,17689.9,19466.0,8.0
600.0,53.0,2016-06-29,2016-07-07,58.25,46.2,51.55,640.0,18100.0,17689.9,19467.0,8.0
18440.0,73.6,2016-06-29,2016-07-07,87.0,70.0,87.0,79240.0,18000.0,17689.9,19468.0,8.0
560.0,22.0,2016-06-29,2016-07-07,25.0,21.05,23.0,560.0,18300.0,17689.9,19471.0,8.0
-3300.0,610.75,2016-06-29,2016-06-30,676.05,482.7,501.1,20670.0,17100.0,17689.9,19477.0,1.0
9160.0,194.85,2016-06-29,2016-07-07,220.0,181.0,188.15,9840.0,17700.0,17689.9,19478.0,8.0
10600.0,151.15,2016-06-29,2016-07-07,175.85,135.85,156.5,11120.0,17800.0,17689.9,19479.0,8.0
1800.0,108.6,2016-06-29,2016-07-07,123.0,89.8,89.8,2080.0,17900.0,17689.9,19480.0,8.0
1600.0,332.4,2016-06-29,2016-07-07,363.2,288.15,310.0,43440.0,17500.0,17689.9,19481.0,8.0
200.0,790.0,2016-06-29,2016-07-07,803.75,700.0,700.0,680.0,17000.0,17689.9,19483.0,8.0
80.0,587.65,2016-06-29,2016-07-07,749.9,461.0,550.0,80.0,17200.0,17689.9,19484.0,8.0
2280.0,256.2,2016-06-29,2016-07-07,287.25,235.0,238.0,12040.0,17600.0,17689.9,19485.0,8.0
-16800.0,297.5,2016-06-29,2016-06-30,346.0,217.0,256.0,32880.0,17400.0,17689.9,19486.0,1.0
-7890.0,389.85,2016-06-29,2016-06-30,440.0,295.9,315.9,23490.0,17300.0,17689.9,19487.0,1.0
-10770.0,498.0,2016-06-29,2016-06-30,540.7,400.0,424.05,56670.0,17200.0,17689.9,19488.0,1.0
13170.0,67.1,2016-06-29,2016-06-30,94.0,50.05,66.15,229590.0,17700.0,17689.9,19499.0,1.0
-58530.0,127.95,2016-06-29,2016-06-30,164.3,88.35,110.0,100410.0,17600.0,17689.9,19500.0,1.0
-134430.0,212.0,2016-06-29,2016-06-30,253.9,148.0,180.0,289890.0,17500.0,17689.9,19501.0,1.0
-157710.0,5.45,2016-06-29,2016-06-30,13.0,4.1,12.2,575340.0,18000.0,17689.9,19502.0,1.0
120840.0,12.95,2016-06-29,2016-06-30,27.7,10.55,27.7,262020.0,17900.0,17689.9,19503.0,1.0
52020.0,32.0,2016-06-29,2016-06-30,48.0,24.65,36.15,320280.0,17800.0,17689.9,19504.0,1.0
-30330.0,1.35,2016-06-29,2016-06-30,3.4,1.1,3.4,111030.0,18200.0,17689.9,19505.0,1.0
55980.0,2.55,2016-06-29,2016-06-30,5.2,2.05,4.45,200760.0,18100.0,17689.9,19506.0,1.0
-2790.0,0.55,2016-06-29,2016-06-30,1.4,0.4,1.25,93600.0,18300.0,17689.9,19509.0,1.0
-34650.0,701.75,2016-06-29,2016-06-30,737.05,577.2,599.3,99090.0,17000.0,17689.9,19517.0,1.0
15400.0,891.3,2016-06-29,2016-07-28,916.05,824.15,824.15,61880.0,17000.0,17689.9,19520.0,29.0
120.0,700.0,2016-06-29,2016-07-28,700.0,700.0,700.0,120.0,17200.0,17689.9,19523.0,29.0
600.0,188.0,2016-06-29,2016-07-28,205.0,184.0,200.0,600.0,18200.0,17689.9,19524.0,29.0
280.0,675.0,2016-06-29,2016-07-28,675.0,645.0,660.0,600.0,17300.0,17689.9,19525.0,29.0
1840.0,354.3,2016-06-29,2016-07-28,392.5,341.7,366.0,2800.0,17800.0,17689.9,19526.0,29.0
840.0,412.55,2016-06-29,2016-07-28,435.2,390.0,404.8,1880.0,17700.0,17689.9,19527.0,29.0
800.0,459.65,2016-06-29,2016-07-28,499.2,440.0,489.0,1120.0,17600.0,17689.9,19528.0,29.0
25600.0,266.05,2016-06-29,2016-07-28,281.25,249.0,274.1,153280.0,18000.0,17689.9,19529.0,29.0
240.0,320.0,2016-06-29,2016-07-28,320.0,320.0,320.0,240.0,17900.0,17689.9,19530.0,29.0
20720.0,527.0,2016-06-29,2016-07-28,558.95,490.0,504.95,72680.0,17500.0,17689.9,19532.0,29.0
280.0,850.0,2016-06-30,2016-08-25,850.0,800.0,800.0,400.0,17500.0,17935.4,19538.0,56.0
78160.0,53.7,2016-06-30,2016-07-07,65.05,33.95,37.9,80160.0,18200.0,17935.4,19540.0,7.0
23120.0,83.95,2016-06-30,2016-07-07,99.85,55.5,60.1,23760.0,18100.0,17935.4,19541.0,7.0
83160.0,122.05,2016-06-30,2016-07-07,145.0,87.5,94.85,162400.0,18000.0,17935.4,19542.0,7.0
73240.0,14.35,2016-06-30,2016-07-07,16.0,7.9,12.95,96440.0,18500.0,17935.4,19543.0,7.0
10240.0,20.7,2016-06-30,2016-07-07,25.0,9.0,9.45,10680.0,18400.0,17935.4,19544.0,7.0
17520.0,35.8,2016-06-30,2016-07-07,43.0,21.05,25.1,18080.0,18300.0,17935.4,19545.0,7.0
760.0,8.8,2016-06-30,2016-07-07,14.0,3.3,14.0,760.0,18600.0,17935.4,19548.0,7.0
2520.0,308.45,2016-06-30,2016-07-07,325.4,241.15,254.3,12360.0,17700.0,17935.4,19556.0,7.0
23480.0,229.3,2016-06-30,2016-07-07,262.0,181.6,188.9,34600.0,17800.0,17935.4,19557.0,7.0
24480.0,170.4,2016-06-30,2016-07-07,198.0,128.4,135.5,26560.0,17900.0,17935.4,19558.0,7.0
280.0,482.85,2016-06-30,2016-07-07,505.0,396.9,447.95,43720.0,17500.0,17935.4,19559.0,7.0
280.0,392.15,2016-06-30,2016-07-07,410.0,315.0,327.95,12320.0,17600.0,17935.4,19565.0,7.0
-15150.0,600.5,2016-06-30,2016-06-30,650.0,482.0,500.0,8340.0,17300.0,17935.4,19566.0,0.0
-166590.0,207.65,2016-06-30,2016-06-30,255.0,93.0,100.0,63000.0,17700.0,17935.4,19580.0,0.0
-70680.0,304.5,2016-06-30,2016-06-30,364.85,153.65,199.0,29730.0,17600.0,17935.4,19581.0,0.0
-199920.0,418.65,2016-06-30,2016-06-30,467.9,275.05,275.1,89970.0,17500.0,17935.4,19582.0,0.0
-19830.0,509.0,2016-06-30,2016-06-30,550.0,385.0,389.0,13050.0,17400.0,17935.4,19583.0,0.0
224340.0,0.95,2016-06-30,2016-06-30,26.2,0.05,10.05,799680.0,18000.0,17935.4,19584.0,0.0
-176460.0,22.65,2016-06-30,2016-06-30,78.0,5.7,28.0,85560.0,17900.0,17935.4,19585.0,0.0
-278820.0,113.0,2016-06-30,2016-06-30,162.95,50.65,59.0,41460.0,17800.0,17935.4,19586.0,0.0
4800.0,0.05,2016-06-30,2016-06-30,0.5,0.05,0.05,98400.0,18300.0,17935.4,19587.0,0.0
170790.0,0.1,2016-06-30,2016-06-30,3.2,0.05,1.0,281820.0,18200.0,17935.4,19588.0,0.0
255840.0,0.15,2016-06-30,2016-06-30,5.75,0.05,1.25,456600.0,18100.0,17935.4,19589.0,0.0
-23580.0,0.05,2016-06-30,2016-06-30,0.2,0.05,0.2,258150.0,18500.0,17935.4,19590.0,0.0
-2400.0,0.05,2016-06-30,2016-06-30,0.1,0.05,0.05,37350.0,18600.0,17935.4,19593.0,0.0
6450.0,0.05,2016-06-30,2016-06-30,0.6,0.05,0.6,39840.0,18400.0,17935.4,19598.0,0.0
48440.0,159.25,2016-06-30,2016-07-28,167.0,119.65,133.4,148120.0,18500.0,17935.4,19604.0,28.0
360.0,105.75,2016-06-30,2016-07-28,111.0,101.0,101.0,360.0,18600.0,17935.4,19605.0,28.0
5520.0,272.0,2016-06-30,2016-07-28,280.0,216.05,216.05,6120.0,18200.0,17935.4,19606.0,28.0
360.0,830.0,2016-06-30,2016-07-28,830.0,790.0,790.0,960.0,17300.0,17935.4,19613.0,28.0
9320.0,477.4,2016-06-30,2016-07-28,500.6,410.0,410.0,12120.0,17800.0,17935.4,19614.0,28.0
2560.0,535.3,2016-06-30,2016-07-28,556.8,459.3,471.85,4440.0,17700.0,17935.4,19615.0,28.0
-40.0,546.05,2016-06-30,2016-07-28,594.3,501.15,501.2,1080.0,17600.0,17935.4,19616.0,28.0
1200.0,315.85,2016-06-30,2016-07-28,324.95,275.0,275.0,1200.0,18100.0,17935.4,19617.0,28.0
46120.0,364.05,2016-06-30,2016-07-28,376.95,294.95,297.0,199400.0,18000.0,17935.4,19618.0,28.0
2440.0,416.1,2016-06-30,2016-07-28,425.0,330.55,360.0,2680.0,17900.0,17935.4,19619.0,28.0
920.0,193.75,2016-06-30,2016-07-28,199.2,150.0,170.0,920.0,18400.0,17935.4,19620.0,28.0
1080.0,235.95,2016-06-30,2016-07-28,236.0,195.0,195.0,1120.0,18300.0,17935.4,19621.0,28.0
16320.0,674.85,2016-06-30,2016-07-28,695.0,577.05,599.0,89000.0,17500.0,17935.4,19622.0,28.0
0.0,225.0,2016-06-30,2016-07-14,225.0,150.0,150.0,0.0,18200.0,17935.4,19624.0,14.0
80.0,601.0,2016-07-01,2016-08-25,610.0,601.0,610.0,120.0,18000.0,17985.65,19625.0,55.0
150800.0,54.45,2016-07-01,2016-07-07,96.5,46.0,65.0,230960.0,18200.0,17985.65,19626.0,6.0
136640.0,91.4,2016-07-01,2016-07-07,141.95,80.0,117.3,160400.0,18100.0,17985.65,19627.0,6.0
47440.0,137.0,2016-07-01,2016-07-07,196.0,116.4,150.15,209840.0,18000.0,17985.65,19628.0,6.0
1560.0,197.35,2016-07-01,2016-07-07,260.15,143.25,188.0,28120.0,17900.0,17985.65,19629.0,6.0
-2520.0,277.35,2016-07-01,2016-07-07,337.35,244.2,282.0,32080.0,17800.0,17985.65,19630.0,6.0
-1240.0,341.3,2016-07-01,2016-07-07,439.2,330.2,359.95,11120.0,17700.0,17985.65,19631.0,6.0
-520.0,427.35,2016-07-01,2016-07-07,503.95,404.6,460.0,11800.0,17600.0,17985.65,19632.0,6.0
-4840.0,533.75,2016-07-01,2016-07-07,605.0,500.0,549.95,38880.0,17500.0,17985.65,19633.0,6.0
169600.0,29.75,2016-07-01,2016-07-07,61.8,24.05,50.75,187680.0,18300.0,17985.65,19634.0,6.0
61000.0,16.2,2016-07-01,2016-07-07,38.9,13.95,25.1,71680.0,18400.0,17985.65,19639.0,6.0
174600.0,9.85,2016-07-01,2016-07-07,24.5,7.5,18.85,271040.0,18500.0,17985.65,19640.0,6.0
40000.0,5.3,2016-07-01,2016-07-07,14.5,4.15,9.9,40760.0,18600.0,17985.65,19641.0,6.0
23920.0,2.55,2016-07-01,2016-07-07,8.95,1.3,4.0,28720.0,18700.0,17985.65,19644.0,6.0
3240.0,207.85,2016-07-01,2016-07-28,243.0,193.4,218.05,4160.0,18400.0,17985.65,19657.0,27.0
40.0,829.7,2016-07-01,2016-07-28,829.7,812.2,812.2,40.0,17400.0,17985.65,19658.0,27.0
0.0,877.5,2016-07-01,2016-07-28,877.5,877.5,877.5,960.0,17300.0,17985.65,19659.0,27.0
1000.0,435.95,2016-07-01,2016-07-28,497.1,412.15,485.45,3680.0,17900.0,17985.65,19661.0,27.0
560.0,497.05,2016-07-01,2016-07-28,562.15,472.3,510.6,12680.0,17800.0,17985.65,19662.0,27.0
-40.0,571.4,2016-07-01,2016-07-28,627.75,560.0,581.9,4400.0,17700.0,17985.65,19663.0,27.0
-7960.0,718.65,2016-07-01,2016-07-28,777.2,687.45,708.25,81040.0,17500.0,17985.65,19664.0,27.0
51320.0,170.6,2016-07-01,2016-07-28,205.9,161.0,180.0,199440.0,18500.0,17985.65,19665.0,27.0
40.0,687.6,2016-07-01,2016-07-28,693.0,650.0,655.3,1120.0,17600.0,17985.65,19666.0,27.0
2480.0,112.1,2016-07-01,2016-07-28,147.25,101.25,121.05,2840.0,18700.0,17985.65,19667.0,27.0
4120.0,390.45,2016-07-01,2016-07-28,436.95,370.05,398.1,203520.0,18000.0,17985.65,19669.0,27.0
2720.0,145.7,2016-07-01,2016-07-28,172.0,130.25,150.85,3080.0,18600.0,17985.65,19670.0,27.0
