Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
08-Sep-2015,15888.5,16419.0,15819.55,16350.95,82216809,2722.37
09-Sep-2015,16658.35,16781.55,16462.45,16631.5,86171475,2809.0
10-Sep-2015,16351.75,16711.55,16192.25,16597.65,62602462,1936.25
11-Sep-2015,16682.25,16781.15,16518.8,16612.6,62307225,1883.93
14-Sep-2015,16596.5,16937.9,16525.15,16911.8,50037659,1632.82
15-Sep-2015,16905.8,16919.45,16681.55,16739.55,62041195,2006.14
16-Sep-2015,16885.2,17015.75,16780.15,16964.85,56132969,1918.47
18-Sep-2015,17184.25,17602.0,17156.2,17409.15,101963107,3490.04
21-Sep-2015,17186.05,17571.3,17178.85,17542.9,54440559,1755.03
22-Sep-2015,17574.6,17652.35,16946.25,17031.15,66788167,2106.0
23-Sep-2015,16783.8,17309.7,16759.0,17255.3,62555647,2058.16
24-Sep-2015,17206.1,17283.1,17070.55,17196.65,57933912,2058.28
28-Sep-2015,17286.25,17384.75,17073.95,17100.3,44270111,1610.18
29-Sep-2015,16859.75,17461.35,16648.3,17281.2,121822683,4146.63
30-Sep-2015,17404.75,17449.85,17100.2,17216.3,69972702,2451.94
01-Oct-2015,17362.95,17390.6,17111.65,17150.2,47938874,1672.66
05-Oct-2015,17373.55,17699.75,17362.7,17674.05,63887128,2219.7
06-Oct-2015,17822.7,17827.15,17493.75,17605.35,54328513,1785.8
07-Oct-2015,17577.5,17674.55,17500.35,17616.8,50519627,1781.59
08-Oct-2015,17622.85,17622.85,17401.2,17474.3,50874056,1739.83
09-Oct-2015,17640.4,17749.55,17498.45,17590.25,56206754,2061.15
12-Oct-2015,17642.6,17759.8,17546.95,17583.15,51852861,1486.42
13-Oct-2015,17530.55,17632.25,17473.7,17554.85,42876621,1378.63
14-Oct-2015,17453.0,17598.1,17434.05,17543.25,36203784,1182.98
15-Oct-2015,17604.45,17752.7,17582.85,17686.1,45583753,1558.44
16-Oct-2015,17701.5,17947.75,17583.55,17912.85,47119014,1583.34
19-Oct-2015,17911.65,17954.9,17817.95,17855.05,33082057,1094.46
20-Oct-2015,17843.65,17940.4,17755.65,17830.25,43600373,1418.03
21-Oct-2015,17814.55,17891.75,17565.35,17710.55,75991251,1585.71
23-Oct-2015,17859.75,17980.5,17852.55,17934.05,52769531,1641.27
26-Oct-2015,18027.1,18029.05,17798.65,17815.05,48475058,1510.58
27-Oct-2015,17738.45,17855.35,17738.45,17806.3,44418165,1729.55
28-Oct-2015,17589.35,17682.45,17281.4,17373.15,88770165,3350.25
29-Oct-2015,17388.4,17400.2,17178.85,17212.2,83585173,3212.52
30-Oct-2015,17249.9,17399.1,17170.35,17354.5,76279136,2769.24
02-Nov-2015,17351.45,17372.25,17208.95,17340.6,48711521,1592.49
03-Nov-2015,17436.5,17466.2,17265.05,17325.6,44370782,1520.72
04-Nov-2015,17449.0,17449.0,17175.65,17221.05,41020104,1306.0
05-Nov-2015,17166.45,17166.45,16957.35,16995.1,46706567,1516.61
06-Nov-2015,17003.0,17143.6,16911.6,17086.5,120185655,2901.44
09-Nov-2015,16667.9,17069.0,16587.25,17003.0,80562033,2519.91
10-Nov-2015,16895.2,17047.3,16805.05,16836.0,60864871,1692.89
11-Nov-2015,16944.7,17016.8,16935.9,16956.0,10972178,393.04
13-Nov-2015,16829.3,16962.55,16741.8,16932.85,47160823,1655.74
16-Nov-2015,16881.65,17230.5,16855.5,17184.9,50710286,1543.3
17-Nov-2015,17302.55,17302.55,17028.2,17140.45,53695877,1608.57
18-Nov-2015,17108.9,17186.7,16787.55,16812.1,44250311,1342.1
19-Nov-2015,16944.35,17110.35,16874.7,17071.9,42911555,1427.0
20-Nov-2015,17022.7,17262.85,16931.3,17055.6,56529641,1862.49
23-Nov-2015,17120.25,17126.35,16969.35,17060.25,45465543,1430.55
24-Nov-2015,17012.85,17108.4,16964.9,16988.65,39690936,1265.36
26-Nov-2015,16988.2,17111.45,16972.6,17036.55,74810537,2690.8
27-Nov-2015,17095.2,17403.65,17049.55,17370.95,70130117,2097.43
30-Nov-2015,17336.25,17498.35,17336.25,17430.4,57553672,1861.22
01-Dec-2015,17456.75,17495.45,17353.85,17398.55,40750147,1395.83
02-Dec-2015,17457.15,17470.85,17164.0,17218.5,40854274,1263.18
03-Dec-2015,17137.8,17219.0,17080.25,17110.1,41691597,1323.84
04-Dec-2015,17009.45,17009.45,16880.35,16897.3,47280436,1522.98
07-Dec-2015,17018.0,17031.85,16921.75,16947.0,34913097,1162.91
08-Dec-2015,16888.65,16943.05,16783.65,16801.15,43130595,1340.55
09-Dec-2015,16762.15,16868.6,16626.55,16660.75,41301150,1274.24
10-Dec-2015,16697.2,16745.25,16573.15,16711.05,50821530,1699.95
11-Dec-2015,16751.35,16758.7,16260.1,16342.5,79358482,2386.65
14-Dec-2015,16212.4,16440.85,16205.8,16350.65,60757601,1861.6
15-Dec-2015,16342.35,16425.15,16188.05,16398.65,56408351,1714.81
16-Dec-2015,16464.5,16640.4,16363.9,16579.4,67659792,1985.14
17-Dec-2015,16704.05,16771.8,16544.65,16741.5,72117905,2081.73
18-Dec-2015,16719.45,16737.7,16572.75,16594.3,68363392,2030.29
21-Dec-2015,16593.4,16848.6,16580.65,16825.15,43038799,1256.07
22-Dec-2015,16810.7,16946.1,16704.15,16749.2,55650655,1569.96
23-Dec-2015,16828.35,16913.15,16812.5,16882.5,37200425,1077.83
24-Dec-2015,16926.95,16939.6,16756.9,16811.0,27091752,807.26
28-Dec-2015,16843.4,17019.0,16843.4,16979.15,41135712,1365.1
29-Dec-2015,16988.3,17045.55,16921.15,16991.45,36299594,1153.71
30-Dec-2015,16997.5,17011.3,16889.05,16917.9,40935766,1101.5
31-Dec-2015,16916.05,16972.25,16896.65,16922.2,59187548,1742.66
01-Jan-2016,16932.5,17067.45,16824.05,17039.25,29215687,842.48
04-Jan-2016,16966.35,16966.35,16575.45,16599.15,52324127,1541.5
05-Jan-2016,16652.05,16670.2,16474.85,16542.5,53646729,1398.28
06-Jan-2016,16505.45,16614.95,16377.65,16433.15,55221322,1497.85
07-Jan-2016,16256.55,16256.55,16049.75,16073.85,76230933,2123.7
08-Jan-2016,16135.4,16229.0,16104.1,16142.65,53483569,1559.14
11-Jan-2016,15979.05,16156.8,15840.6,16016.25,67298931,1807.79
12-Jan-2016,16080.4,16080.4,15699.4,15734.8,98499719,2317.63
13-Jan-2016,15835.05,15956.25,15532.25,15871.85,113380181,2788.44
14-Jan-2016,15612.1,15803.2,15453.4,15609.8,81791556,2078.88
15-Jan-2016,15621.85,15650.7,15154.35,15206.3,98894244,2370.35
18-Jan-2016,15165.2,15270.4,14956.95,15020.8,121191177,2858.69
19-Jan-2016,15086.75,15338.2,15086.75,15269.65,85097353,2244.94
20-Jan-2016,15059.5,15533.45,14754.65,14935.5,92651950,2387.1
21-Jan-2016,15132.2,15364.6,14918.15,15101.2,109781594,2868.71
22-Jan-2016,15343.15,15575.65,15274.9,15497.55,87614131,2171.13
25-Jan-2016,15667.0,15682.65,15495.1,15561.15,66198778,1818.37
27-Jan-2016,15648.4,15673.95,15442.2,15534.6,68640342,1620.28
28-Jan-2016,15569.55,15572.2,15349.75,15381.45,85676389,2253.06
29-Jan-2016,15140.15,15554.9,15136.85,15522.4,137127980,3961.51
01-Feb-2016,15547.75,15565.5,15281.35,15314.45,101914265,2931.57
02-Feb-2016,15353.6,15463.45,15018.85,15068.0,117353243,2840.84
03-Feb-2016,14897.4,14947.8,14777.75,14834.05,84639389,2169.51
04-Feb-2016,14969.2,14978.35,14761.4,14869.15,91114395,2315.65
05-Feb-2016,14928.25,15211.9,14890.9,15162.05,97272505,2486.58
08-Feb-2016,15206.3,15367.9,14960.1,15046.8,89200251,2170.65
09-Feb-2016,14830.4,14964.9,14760.8,14875.1,104650249,2188.07
10-Feb-2016,14740.2,14779.15,14490.2,14588.45,125483478,2671.87
11-Feb-2016,14518.65,14530.8,13969.85,14028.55,177103186,3557.95
12-Feb-2016,14088.6,14154.55,13810.6,13971.5,159082790,3869.88
15-Feb-2016,14120.9,14548.15,14120.5,14445.0,173684225,3623.0
16-Feb-2016,14602.25,14602.25,14136.8,14166.45,122479893,2661.57
17-Feb-2016,14165.25,14186.1,13892.1,14119.85,132908648,2737.11
18-Feb-2016,14301.75,14385.65,14180.9,14298.15,108987470,2402.51
19-Feb-2016,14243.45,14395.85,14207.35,14344.2,99325491,2016.18
22-Feb-2016,14331.2,14467.15,14322.65,14384.8,68267346,1536.4
23-Feb-2016,14373.3,14373.3,13961.75,14008.35,81430644,1965.76
24-Feb-2016,13873.7,13974.5,13760.25,13794.05,92126868,2031.46
25-Feb-2016,13844.45,13844.45,13519.9,13555.7,107787803,2375.44
26-Feb-2016,13715.1,13889.25,13595.2,13791.45,102344200,2155.84
29-Feb-2016,13818.9,14222.3,13407.25,13946.4,262463001,6538.28
01-Mar-2016,14064.8,14445.7,14064.8,14412.9,99318596,2340.78
02-Mar-2016,14770.35,15138.7,14767.3,15092.45,176235867,3966.29
03-Mar-2016,15150.05,15206.25,15000.05,15177.75,106177314,2659.42
04-Mar-2016,15243.75,15451.75,15005.5,15339.2,131358681,2755.33
08-Mar-2016,15323.45,15326.65,15066.5,15146.5,93409280,2172.12
09-Mar-2016,15022.35,15331.25,14989.4,15279.05,103166377,2532.39
10-Mar-2016,15347.45,15354.15,15098.5,15180.65,71231660,1842.52
11-Mar-2016,15133.75,15343.55,15024.8,15168.2,76974856,2153.88
14-Mar-2016,15309.05,15416.15,15220.15,15277.8,62568481,1651.96
15-Mar-2016,15310.45,15386.85,15268.1,15326.8,75740344,2008.44
16-Mar-2016,15304.35,15489.5,15178.3,15461.7,80437373,2070.96
17-Mar-2016,15622.3,15704.75,15312.5,15444.0,103772808,2858.64
18-Mar-2016,15485.8,15678.55,15456.2,15654.85,71783060,1896.0
21-Mar-2016,15735.55,15945.8,15735.55,15926.1,73595488,1979.57
22-Mar-2016,15930.45,15967.85,15779.15,15936.0,58606010,1669.75
23-Mar-2016,15884.25,15919.6,15799.95,15887.75,64078807,1982.19
28-Mar-2016,15867.75,15890.7,15522.2,15604.9,83527683,2658.69
29-Mar-2016,15583.1,15774.1,15580.8,15666.25,69537187,1823.03
30-Mar-2016,15829.6,16167.5,15762.2,16134.85,93824682,2461.58
31-Mar-2016,16134.4,16282.75,16062.05,16141.65,161944757,4080.61
01-Apr-2016,16099.65,16235.8,16020.6,16174.9,90417981,2174.55
04-Apr-2016,16236.9,16278.5,16046.5,16190.6,72458835,1912.58
05-Apr-2016,16127.45,16147.15,15659.75,15695.0,125878076,3117.87
06-Apr-2016,15750.15,15768.55,15578.55,15636.95,71126678,1853.86
07-Apr-2016,15668.95,15726.6,15458.05,15530.75,70929338,1645.12
08-Apr-2016,15519.3,15642.7,15483.05,15568.35,53833509,1396.16
11-Apr-2016,15623.35,15853.85,15440.25,15818.5,72003720,1773.01
12-Apr-2016,15809.1,15958.8,15794.15,15880.2,66751340,1648.47
13-Apr-2016,16087.95,16349.7,16080.55,16278.55,84613287,2362.26
18-Apr-2016,16328.7,16330.55,16011.9,16222.7,63260117,1846.69
20-Apr-2016,16299.5,16386.35,16160.55,16349.7,85634855,2166.91
21-Apr-2016,16526.55,16769.55,16526.55,16637.15,149128885,3646.44
22-Apr-2016,16641.05,16755.85,16549.1,16703.4,117886991,2835.84
25-Apr-2016,16746.95,16767.9,16605.0,16678.65,80059352,2003.6
26-Apr-2016,16647.75,17029.85,16572.0,17002.55,104748280,3051.26
27-Apr-2016,16869.35,16995.0,16827.35,16872.95,127303882,4530.95
28-Apr-2016,16885.8,17023.35,16692.7,16716.9,136491989,4343.04
29-Apr-2016,16712.95,16841.3,16527.55,16795.0,138730300,3571.79
02-May-2016,16614.0,16674.15,16519.55,16543.0,101321996,2491.46
03-May-2016,16570.75,16719.4,16358.4,16388.7,90747922,2221.84
04-May-2016,16320.1,16465.6,16250.5,16274.25,114513664,2742.03
05-May-2016,16292.4,16398.25,16193.7,16281.0,90435449,2488.23
06-May-2016,16264.45,16346.25,16186.25,16296.6,74991308,1712.86
09-May-2016,16357.0,16712.9,16357.0,16686.1,75762620,2373.13
10-May-2016,16710.05,16812.2,16613.9,16784.95,82060322,2263.64
11-May-2016,16544.25,16861.95,16518.75,16754.45,110386461,3461.5
12-May-2016,16881.25,16962.0,16779.5,16923.7,86110726,2480.92
13-May-2016,16891.7,16891.7,16594.55,16716.9,89058321,2155.87
16-May-2016,16744.15,16780.05,16431.65,16737.55,126894276,2890.41
17-May-2016,16818.4,16903.35,16738.7,16762.75,99004259,2789.41
18-May-2016,16671.7,16759.05,16556.6,16728.95,130870012,2430.36
19-May-2016,16725.45,16726.15,16535.75,16565.25,87516244,1995.4
20-May-2016,16600.8,16623.2,16455.4,16481.45,73956019,1584.93
23-May-2016,16560.15,16604.15,16368.0,16407.55,69309872,1618.48
24-May-2016,16422.35,16501.05,16368.6,16456.65,60212588,1531.44
25-May-2016,16600.65,17025.85,16599.05,16997.45,86513208,2190.92
26-May-2016,17037.6,17424.05,16971.35,17359.3,134389985,3368.29
27-May-2016,17348.35,17543.3,17327.65,17511.8,163233119,3840.31
30-May-2016,17580.85,17666.05,17484.8,17520.65,96747582,2371.69
31-May-2016,17615.1,17648.25,17462.2,17620.9,115964022,3491.6
01-Jun-2016,17670.85,17670.85,17392.85,17423.45,99164561,2547.94
02-Jun-2016,17405.15,17596.4,17350.45,17567.8,78335336,2242.66
03-Jun-2016,17657.2,17762.05,17649.05,17680.8,89366456,2670.52
06-Jun-2016,17710.45,17754.15,17636.9,17671.4,81251372,2190.33
07-Jun-2016,17796.55,18000.95,17713.35,17948.15,167578972,4195.31
08-Jun-2016,17976.25,17995.8,17855.2,17946.8,123360967,2819.24
09-Jun-2016,17955.8,17986.15,17801.55,17887.7,107528433,2437.91
10-Jun-2016,17830.2,18051.5,17815.25,17828.6,94174779,2392.43
13-Jun-2016,17620.55,17666.55,17527.55,17593.95,72871679,1967.88
14-Jun-2016,17698.95,17719.85,17575.95,17672.4,94796689,2072.72
15-Jun-2016,17746.05,17943.65,17659.6,17917.9,119252898,2716.96
16-Jun-2016,17827.6,17827.6,17545.8,17671.3,132625249,2917.89
17-Jun-2016,17772.3,17843.15,17590.75,17696.05,91953442,2295.07
20-Jun-2016,17425.8,17779.0,17425.8,17718.6,110665302,2595.04
21-Jun-2016,17761.65,17763.3,17585.65,17619.1,73724929,1760.53
22-Jun-2016,17610.1,17755.25,17518.15,17626.05,68941887,1925.78
23-Jun-2016,17630.8,17907.5,17611.0,17892.45,71430195,2007.67
24-Jun-2016,17213.85,17459.2,16946.35,17426.05,164607648,4115.86
27-Jun-2016,17346.3,17611.2,17346.3,17514.95,89947886,2173.17
28-Jun-2016,17497.0,17626.7,17481.5,17561.55,73838256,1865.7
29-Jun-2016,17643.65,17728.95,17580.5,17689.9,60629596,1743.27
30-Jun-2016,17825.3,17975.05,17795.9,17935.4,118532313,3306.28
01-Jul-2016,18019.7,18074.95,17955.3,17985.65,69395415,1897.16
04-Jul-2016,18091.75,18146.35,18054.8,18097.65,88028823,2066.45
05-Jul-2016,18122.4,18124.1,17989.6,18004.25,71760436,1729.8
07-Jul-2016,18036.3,18146.55,17997.1,18084.9,66110768,1744.02
08-Jul-2016,18078.05,18079.2,17910.9,18016.25,71384178,1771.8
11-Jul-2016,18268.15,18409.45,18243.3,18390.95,95542728,2683.54
12-Jul-2016,18527.85,18684.45,18464.15,18667.6,119959659,3000.57
13-Jul-2016,18704.9,18711.6,18546.25,18618.95,91794140,2656.4
14-Jul-2016,18633.5,18880.9,18580.2,18863.75,119591064,2708.83
15-Jul-2016,18887.9,19016.1,18772.45,18953.65,98893700,2567.28
18-Jul-2016,18998.3,19158.0,18885.0,18923.4,89841318,2242.05
19-Jul-2016,18970.15,19030.05,18833.6,18905.15,119764169,2842.96
20-Jul-2016,18896.8,19016.25,18886.3,18968.2,76186713,2036.75
21-Jul-2016,18967.4,19000.3,18644.55,18674.3,82995275,2476.38
22-Jul-2016,18697.8,18735.4,18551.3,18690.4,98151354,2250.3
25-Jul-2016,18594.95,19035.35,18572.1,18989.6,134300249,3500.74
26-Jul-2016,18979.1,19044.45,18814.25,18860.85,108819760,3022.24
27-Jul-2016,18908.45,19125.0,18882.4,19021.95,102758926,3614.03
28-Jul-2016,19050.4,19126.75,18998.8,19076.55,150822269,3940.03
29-Jul-2016,19047.05,19070.15,18912.6,18953.15,84588124,2266.22
01-Aug-2016,18896.5,19078.5,18634.4,18740.6,107461841,2913.59
02-Aug-2016,18783.6,18866.55,18671.85,18708.25,93802673,2360.14
03-Aug-2016,18680.95,18775.4,18542.6,18602.0,79648244,2267.01
04-Aug-2016,18724.9,18724.9,18443.65,18571.7,99891602,2543.99
05-Aug-2016,18725.2,18943.15,18708.25,18925.95,86194390,2482.89
08-Aug-2016,18986.75,19028.7,18896.0,18939.45,62653821,1923.87
09-Aug-2016,18968.65,19008.15,18838.6,18933.3,80282306,2266.83
10-Aug-2016,18966.85,18985.25,18611.25,18647.8,77578944,2171.83
11-Aug-2016,18621.0,18699.2,18537.1,18640.4,101074835,2523.82
12-Aug-2016,18698.3,18986.8,18695.5,18963.7,198837215,4945.54
16-Aug-2016,19029.1,19062.2,18839.4,19002.15,94800297,2853.88
17-Aug-2016,19044.55,19138.35,18966.35,19041.25,81061925,2349.65
18-Aug-2016,19087.2,19367.45,19083.0,19352.8,81431396,2692.4
19-Aug-2016,19419.0,19457.4,19327.2,19414.7,110378474,3000.38
22-Aug-2016,19432.6,19493.2,19252.75,19330.25,72766030,2260.39
23-Aug-2016,19311.9,19372.65,19246.9,19341.65,75741851,2165.09
24-Aug-2016,19358.7,19392.2,19284.35,19355.6,59389952,1807.5
25-Aug-2016,19383.7,19432.75,19282.8,19304.25,91833496,3319.88
26-Aug-2016,19336.45,19358.0,19133.9,19195.75,62935384,1988.03
29-Aug-2016,19174.45,19247.85,19096.7,19217.0,56151054,2097.48
30-Aug-2016,19306.5,19546.35,19306.5,19531.55,78066462,2862.35
31-Aug-2016,19595.9,19823.4,19595.9,19787.6,227835482,12621.85
01-Sep-2016,19805.8,19928.2,19738.3,19788.85,73412522,2347.06
02-Sep-2016,19830.35,19911.25,19787.6,19883.2,55246832,1827.3
06-Sep-2016,19990.95,20459.45,19990.95,20426.2,102450560,3418.91
07-Sep-2016,20505.8,20575.8,20376.75,20406.9,182174112,5025.38
08-Sep-2016,20439.2,20477.4,20335.2,20417.25,84146556,3133.96
09-Sep-2016,20274.75,20349.7,20139.15,20245.3,99503901,4359.51
12-Sep-2016,19861.45,19861.45,19735.55,19790.6,97967394,3482.14
14-Sep-2016,19757.05,19953.15,19732.15,19909.15,87058786,3004.68
15-Sep-2016,19927.6,19955.4,19730.25,19837.55,68388707,2351.11
16-Sep-2016,19935.85,20227.2,19783.6,19855.45,139007912,5335.43
19-Sep-2016,19892.2,20014.4,19849.65,19906.85,64684600,2681.69
20-Sep-2016,19957.35,19964.3,19797.5,19852.3,55715315,2056.31
21-Sep-2016,19902.7,19937.85,19749.95,19828.45,62251845,2199.53
22-Sep-2016,20153.1,20264.8,19996.9,20109.6,102577164,3200.62
23-Sep-2016,20136.75,20137.55,19861.45,19901.8,96847196,3780.62
26-Sep-2016,19792.2,19794.15,19568.35,19591.75,73982979,2552.57
27-Sep-2016,19652.95,19696.45,19479.15,19518.7,65845836,2254.69
28-Sep-2016,19542.0,19700.0,19509.65,19653.55,117247682,3074.09
29-Sep-2016,19762.3,19793.2,19059.05,19183.65,239435196,9980.19
30-Sep-2016,19116.0,19330.85,19085.2,19285.7,84247936,2589.5
03-Oct-2016,19395.55,19611.25,19363.95,19589.05,66410113,2033.38
04-Oct-2016,19641.75,19747.45,19527.35,19672.7,113388061,2928.8
05-Oct-2016,19801.3,19816.5,19492.8,19536.85,91727046,2529.11
06-Oct-2016,19518.55,19570.7,19325.8,19395.05,74619781,2686.28
07-Oct-2016,19398.05,19456.0,19318.0,19400.1,62681646,1878.7
10-Oct-2016,19489.5,19501.45,19351.35,19378.55,40907508,1288.05
13-Oct-2016,19295.55,19295.55,18824.4,18954.25,95148972,2977.66
14-Oct-2016,19016.7,19053.5,18926.15,19020.15,61797883,1807.64
17-Oct-2016,19136.3,19241.75,19002.45,19070.4,123597409,3474.26
18-Oct-2016,19174.7,19511.8,19162.85,19495.05,104276455,3331.64
19-Oct-2016,19570.05,19576.3,19322.75,19412.1,65347496,2227.07
20-Oct-2016,19493.9,19722.85,19479.25,19658.7,97604833,3274.33
21-Oct-2016,19636.4,19744.0,19516.4,19710.9,69230448,2310.21
24-Oct-2016,19763.85,19897.85,19751.65,19807.9,77828035,2375.85
25-Oct-2016,19907.7,19922.7,19711.95,19834.9,90588204,2477.21
26-Oct-2016,19581.7,19725.9,19434.5,19483.6,143827550,4605.88
27-Oct-2016,19452.0,19544.2,19252.1,19514.6,87647894,3276.15
28-Oct-2016,19507.85,19589.7,19362.0,19555.95,68877003,2262.36
30-Oct-2016,19657.8,19666.8,19484.65,19523.55,8938951,267.09
01-Nov-2016,19578.6,19591.65,19417.3,19458.6,61792854,1992.47
02-Nov-2016,19223.5,19296.55,19158.75,19227.9,74364554,2542.39
03-Nov-2016,19201.95,19319.65,19119.3,19178.7,65915418,1907.41
04-Nov-2016,19223.85,19223.9,18961.15,19058.1,76173129,2300.58
07-Nov-2016,19317.85,19378.0,19233.0,19356.0,77290268,2148.35
08-Nov-2016,19490.75,19549.45,19322.15,19500.8,83951456,2433.93
09-Nov-2016,18270.9,19587.8,18143.7,19518.25,169946993,5102.23
10-Nov-2016,19827.5,20283.15,19787.45,20200.25,212502782,5707.96
11-Nov-2016,20033.85,20309.65,19704.35,19738.8,197925973,5329.2
15-Nov-2016,19808.35,19861.75,19240.45,19289.75,208769377,6018.37
16-Nov-2016,19591.25,19611.9,19088.4,19108.1,134590517,4172.68
17-Nov-2016,19115.9,19328.75,19009.85,19087.85,106724890,3044.75
18-Nov-2016,19180.3,19216.35,18897.1,18959.05,79393592,2272.08
21-Nov-2016,19063.8,19075.95,18351.25,18446.4,135622966,3456.39
22-Nov-2016,18626.7,18650.5,18322.7,18548.65,119912505,3357.39
23-Nov-2016,18660.55,18669.05,18449.7,18540.9,73799835,2142.47
24-Nov-2016,18476.0,18476.35,18215.8,18256.1,120482500,3662.56
25-Nov-2016,18377.55,18546.35,18266.6,18507.3,81089308,2347.44
28-Nov-2016,18237.2,18471.65,18187.4,18301.45,106884555,3041.05
29-Nov-2016,18308.8,18427.4,18188.7,18223.75,81509358,2454.4
30-Nov-2016,18306.1,18667.85,18262.5,18627.8,89135261,2853.13
01-Dec-2016,18676.75,18713.1,18389.65,18428.45,62882921,1980.14
