Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
20-Nov-2014,17649.35,17681.8,17546.7,17645.05,38059457,1934.7
21-Nov-2014,17767.75,18139.95,17716.65,18056.3,56331995,3290.41
24-Nov-2014,18128.6,18313.1,18119.65,18281.95,40439295,2126.39
25-Nov-2014,18261.95,18261.95,17992.5,18037.05,57611224,2730.78
26-Nov-2014,17914.35,18128.15,17890.85,17975.95,32391132,1895.92
27-Nov-2014,17988.7,18054.65,17898.4,18022.5,44024254,2487.49
28-Nov-2014,18082.4,18615.4,18082.4,18513.15,67159535,3499.68
01-Dec-2014,18586.95,18676.1,18497.0,18525.3,43682395,2499.43
02-Dec-2014,18434.75,18601.85,18301.0,18555.85,54738132,2782.67
03-Dec-2014,18549.75,18723.65,18518.0,18645.85,44130903,2368.4
04-Dec-2014,18758.8,18793.15,18575.35,18782.85,46278757,2056.97
05-Dec-2014,18827.6,18875.45,18706.25,18756.75,41358139,1933.54
08-Dec-2014,18804.95,18804.95,18486.55,18510.05,32475946,1507.98
09-Dec-2014,18499.95,18585.35,18248.1,18290.65,39683603,1710.9
10-Dec-2014,18183.1,18532.9,18183.1,18462.95,47192327,2061.36
11-Dec-2014,18427.5,18529.65,18218.4,18405.0,45844918,2034.58
12-Dec-2014,18413.7,18501.75,18236.55,18299.75,38148580,1651.16
15-Dec-2014,18176.7,18470.05,18157.25,18372.65,41440078,1897.66
16-Dec-2014,18249.0,18308.95,17776.35,17830.55,63860864,2635.91
17-Dec-2014,17762.25,18051.85,17502.45,17865.75,81367367,3305.99
18-Dec-2014,18238.0,18356.3,18109.35,18326.6,56245826,2226.37
19-Dec-2014,18545.7,18563.6,18413.75,18478.9,63612345,2565.23
22-Dec-2014,18562.35,18801.15,18424.0,18747.35,39132217,1620.88
23-Dec-2014,18746.8,18923.6,18558.5,18603.75,41066755,1733.21
24-Dec-2014,18582.75,18709.15,18493.3,18535.35,54661971,2308.86
26-Dec-2014,18602.55,18681.75,18448.6,18557.2,29898270,1165.86
29-Dec-2014,18589.6,18700.7,18501.05,18528.35,26414596,1065.86
30-Dec-2014,18573.25,18671.95,18428.1,18647.55,33793298,1442.86
31-Dec-2014,18659.6,18774.2,18659.6,18736.65,27006490,1196.26
01-Jan-2015,18728.2,18781.55,18638.85,18750.45,20469847,810.17
02-Jan-2015,18752.2,19118.85,18752.2,19057.8,41288039,1713.48
05-Jan-2015,19155.2,19166.0,18987.7,19017.4,36318747,1497.4
06-Jan-2015,18874.6,18874.6,18388.35,18430.75,52069776,2124.64
07-Jan-2015,18382.55,18482.05,18211.5,18304.25,58241387,2341.58
08-Jan-2015,18587.1,18752.3,18486.2,18701.4,47744703,2208.7
09-Jan-2015,18845.9,18864.0,18479.65,18637.25,51848548,2360.78
12-Jan-2015,18632.0,18822.05,18530.1,18795.85,35089936,1429.2
13-Jan-2015,18889.0,18920.65,18642.8,18707.2,44597947,2054.14
14-Jan-2015,18670.4,18769.65,18517.9,18603.8,41590949,1849.89
15-Jan-2015,19340.45,19410.4,19061.35,19235.65,86507935,3633.25
16-Jan-2015,19274.15,19275.8,19108.35,19223.15,64054519,2727.26
19-Jan-2015,19345.65,19434.2,19299.1,19406.05,43457730,1841.28
20-Jan-2015,19446.8,19808.25,19446.8,19767.05,53748223,2506.48
21-Jan-2015,19811.85,19964.95,19803.15,19843.25,70754102,3107.26
22-Jan-2015,19898.5,19964.25,19788.7,19917.65,48970464,2088.71
23-Jan-2015,20133.85,20167.65,19967.35,20072.7,60572191,2518.75
27-Jan-2015,20179.8,20609.25,20098.25,20555.25,54239370,2361.39
28-Jan-2015,20507.5,20907.55,20435.0,20491.75,67840741,3129.13
29-Jan-2015,20475.7,20579.0,20338.95,20528.6,74660443,3311.8
30-Jan-2015,20600.65,20600.65,19732.45,19843.75,120252455,4112.58
02-Feb-2015,19778.95,19991.4,19564.5,19865.9,90687967,3676.27
03-Feb-2015,19941.7,19963.7,19303.5,19382.95,107824150,3966.45
04-Feb-2015,19423.25,19423.25,19113.35,19174.0,81360048,3179.43
05-Feb-2015,19170.15,19444.65,18977.9,19051.9,70976148,2647.49
06-Feb-2015,19066.25,19119.7,18740.35,18786.7,72602607,2547.37
09-Feb-2015,18650.0,18667.05,18379.6,18403.85,60429342,2079.53
10-Feb-2015,18242.95,18933.7,18226.9,18752.5,95139429,3524.0
11-Feb-2015,18890.75,19051.8,18890.75,18940.8,56943797,2057.01
12-Feb-2015,19073.45,19176.8,18739.85,19128.6,71078575,2479.52
13-Feb-2015,19284.3,19441.0,19164.25,19369.7,114369392,3822.34
16-Feb-2015,19518.85,19532.7,19127.15,19189.95,57732371,2122.5
18-Feb-2015,19226.4,19389.8,19171.9,19296.5,46736878,1740.35
19-Feb-2015,19296.15,19377.45,18876.25,19188.3,53870593,1956.43
20-Feb-2015,19157.3,19307.8,18882.25,19073.55,63838362,2321.42
23-Feb-2015,19199.15,19219.75,18835.35,18913.4,51088766,2071.28
24-Feb-2015,18940.45,19022.15,18737.75,18883.8,59152218,2395.76
25-Feb-2015,18969.2,19069.15,18700.2,18733.05,54229904,2122.15
26-Feb-2015,18781.4,18795.1,18489.6,18538.1,76878910,2894.35
27-Feb-2015,18659.65,19114.45,18654.85,19074.55,69819276,2581.78
28-Feb-2015,19306.5,19776.9,19023.55,19691.2,100390043,4013.78
02-Mar-2015,19954.5,20065.5,19750.85,20008.1,76974161,3513.38
03-Mar-2015,20043.4,20043.4,19821.55,19961.2,58340797,2359.94
04-Mar-2015,20541.65,20541.65,19555.1,19643.9,118684182,4758.11
05-Mar-2015,19605.6,19830.35,19398.75,19748.0,59875106,2436.46
09-Mar-2015,19545.25,19545.25,19112.65,19145.55,53042357,2049.83
10-Mar-2015,19170.3,19271.8,18915.1,19054.4,57599232,2164.93
11-Mar-2015,19050.3,19181.8,18917.9,19044.0,55360126,2007.31
12-Mar-2015,19201.1,19255.9,19095.3,19141.85,41367973,1616.17
13-Mar-2015,19359.75,19376.85,18737.35,18779.8,54939717,2009.37
16-Mar-2015,18786.65,18912.85,18688.0,18837.35,48153899,1879.14
17-Mar-2015,18961.3,19121.85,18781.5,19058.25,47743992,1758.87
18-Mar-2015,19080.25,19234.4,18937.25,19147.25,59060854,2112.6
19-Mar-2015,19345.7,19373.45,18739.85,18811.15,51683013,2152.84
20-Mar-2015,18778.8,18782.95,18541.5,18606.35,62962667,2394.26
23-Mar-2015,18695.05,18696.7,18409.9,18449.0,42987120,1577.49
24-Mar-2015,18348.35,18546.25,18289.75,18331.45,62690934,2321.27
25-Mar-2015,18364.3,18433.0,18271.6,18310.1,53985052,2021.21
26-Mar-2015,18138.8,18224.1,17729.1,17831.65,104061184,4444.31
27-Mar-2015,18013.65,18092.4,17719.35,18044.8,79498523,2881.25
30-Mar-2015,18160.2,18393.25,18089.45,18361.8,50868224,1892.47
31-Mar-2015,18424.1,18494.35,18158.55,18206.65,57948741,2023.51
01-Apr-2015,18204.55,18668.85,18131.4,18617.85,45673069,1589.69
06-Apr-2015,18702.6,18702.6,18455.2,18605.45,47587506,1778.08
07-Apr-2015,18666.6,18669.6,18351.8,18469.3,53179556,2022.51
08-Apr-2015,18559.55,18595.6,18381.55,18416.6,45753359,1657.73
09-Apr-2015,18523.35,18894.75,18401.45,18875.85,72684119,2674.77
10-Apr-2015,18869.85,18896.5,18724.95,18800.85,54223553,1938.29
13-Apr-2015,18842.25,18890.65,18708.3,18798.25,43773210,1619.82
15-Apr-2015,18848.65,19038.5,18615.85,18716.3,66391246,2650.82
16-Apr-2015,18731.65,18731.65,18504.7,18637.05,55609375,2228.76
17-Apr-2015,18618.5,18625.75,18321.75,18345.55,57298263,2242.75
20-Apr-2015,18386.25,18500.3,17984.65,18112.75,57294278,2301.6
21-Apr-2015,18102.3,18328.35,18036.9,18105.75,53177130,2098.63
22-Apr-2015,18196.85,18297.2,17798.65,18243.7,61974250,2452.83
23-Apr-2015,18350.35,18433.8,18143.75,18245.6,56980744,2726.39
24-Apr-2015,18290.75,18290.75,17916.8,18001.9,52289660,2100.28
27-Apr-2015,18063.6,18075.7,17738.9,17767.6,66541958,2360.94
28-Apr-2015,17766.55,18320.1,17766.55,18246.25,77448235,2907.93
29-Apr-2015,18255.8,18431.9,18202.4,18302.65,60010265,2353.96
30-Apr-2015,18318.85,18430.05,18163.9,18338.1,92163016,3863.55
04-May-2015,18417.5,18586.3,18350.95,18501.3,38833685,1454.35
05-May-2015,18500.0,18563.05,18396.8,18471.45,39419171,1844.4
06-May-2015,18436.9,18580.1,17757.7,17799.55,66730522,2647.06
07-May-2015,17751.4,17751.4,17246.55,17376.9,60253207,2309.36
08-May-2015,17600.25,17907.5,17600.25,17796.6,88963421,2861.54
11-May-2015,17921.15,18240.65,17841.75,18199.75,108498669,2834.03
12-May-2015,18193.55,18193.55,17597.75,17628.65,69364982,2206.9
13-May-2015,17779.25,18127.8,17650.35,18097.45,63573496,2280.41
14-May-2015,18071.0,18156.95,17806.1,18116.2,54448233,1859.95
15-May-2015,18178.4,18260.3,18108.55,18183.15,63070882,2270.96
18-May-2015,18274.6,18439.7,18213.75,18422.95,46167235,1640.83
19-May-2015,18364.9,18556.05,18296.75,18380.4,54669360,1979.4
20-May-2015,18432.6,18619.6,18432.6,18555.15,42764836,1538.13
21-May-2015,18593.85,18603.8,18398.65,18513.15,51708394,1736.47
22-May-2015,18560.85,18755.45,18354.55,18433.3,110163572,3388.67
25-May-2015,18405.05,18475.55,18302.5,18324.85,52100958,1703.7
26-May-2015,18339.1,18378.2,18226.0,18329.3,35176215,1219.4
27-May-2015,18299.65,18561.5,18236.25,18538.85,47772490,1601.13
28-May-2015,18562.75,18639.65,18381.75,18449.2,78588818,2738.15
29-May-2015,18486.4,18751.2,18461.45,18721.35,58085375,2009.08
01-Jun-2015,18721.15,18832.5,18598.7,18617.0,35755937,1352.68
02-Jun-2015,18656.05,18656.05,17932.3,17977.3,66799306,2331.6
03-Jun-2015,17978.15,17978.15,17567.2,17721.4,73475921,2506.46
04-Jun-2015,17757.35,17777.9,17469.65,17719.2,68045447,2316.6
05-Jun-2015,17679.9,17786.5,17506.25,17549.25,59916302,2135.17
08-Jun-2015,17542.5,17561.4,17358.45,17432.6,61733263,2014.79
09-Jun-2015,17413.45,17560.5,17392.95,17489.9,57344058,1928.03
10-Jun-2015,17485.9,17782.0,17485.9,17707.25,49732467,1851.67
11-Jun-2015,17819.6,17821.9,17264.2,17304.4,75497870,2598.88
12-Jun-2015,17298.45,17551.35,17174.7,17523.55,56900277,1978.75
15-Jun-2015,17499.35,17579.0,17366.15,17458.7,51230225,1787.9
16-Jun-2015,17368.45,17651.9,17293.45,17602.45,47541970,1693.78
17-Jun-2015,17681.2,17692.55,17533.45,17584.05,50116633,1830.49
18-Jun-2015,17661.9,17797.35,17630.65,17733.55,53456551,1930.96
19-Jun-2015,17758.95,17935.3,17730.7,17880.85,45309746,1524.98
22-Jun-2015,17956.55,18420.95,17950.6,18334.5,61419191,2154.12
23-Jun-2015,18414.55,18499.6,18287.25,18391.35,61660708,2112.19
24-Jun-2015,18403.9,18499.75,18304.95,18365.55,50177396,1766.86
25-Jun-2015,18312.85,18539.15,18278.7,18492.9,83574982,2822.78
26-Jun-2015,18461.6,18461.6,18199.25,18371.5,51902054,1740.31
29-Jun-2015,17962.5,18291.75,17821.9,18241.25,56450814,1846.26
30-Jun-2015,18204.85,18342.5,18086.8,18296.1,57085356,1978.5
01-Jul-2015,18275.6,18629.15,18261.9,18581.6,58558613,2034.29
02-Jul-2015,18605.1,18642.85,18513.3,18585.55,46594751,1838.3
03-Jul-2015,18535.7,18756.65,18535.7,18729.65,37531821,1423.01
06-Jul-2015,18488.35,18855.9,18417.35,18825.15,42769838,1692.4
07-Jul-2015,18794.1,18980.65,18713.15,18798.5,46335758,1680.1
08-Jul-2015,18579.65,18669.45,18402.85,18463.15,61686240,2520.84
09-Jul-2015,18442.15,18584.0,18409.2,18508.7,40159309,1530.46
10-Jul-2015,18584.95,18767.8,18534.55,18719.8,47365522,1655.66
13-Jul-2015,18753.8,18929.2,18657.6,18893.55,44253570,1920.38
14-Jul-2015,18913.75,18940.85,18734.4,18780.2,41870853,1554.23
15-Jul-2015,18801.5,18894.9,18773.9,18816.25,39321890,1278.66
16-Jul-2015,18870.5,19195.4,18867.5,19168.05,59754376,2629.76
17-Jul-2015,19175.3,19229.05,19069.3,19094.7,37799797,1540.99
20-Jul-2015,19126.1,19149.05,18852.7,19032.7,57348699,1474.65
21-Jul-2015,19042.95,19101.5,18702.45,18723.4,40091629,1456.01
22-Jul-2015,18683.3,19038.15,18613.6,18997.0,45250592,1661.48
23-Jul-2015,18990.85,19091.45,18819.25,18865.0,41291991,1521.39
24-Jul-2015,18832.45,18860.75,18613.55,18635.85,59850422,2291.52
27-Jul-2015,18566.55,18566.55,18187.45,18213.05,48338057,1715.4
28-Jul-2015,18250.65,18379.1,18174.2,18282.8,92774462,2575.39
29-Jul-2015,18331.55,18383.65,18264.3,18323.4,54583692,1922.34
30-Jul-2015,18383.0,18521.75,18367.2,18440.4,106468416,2892.59
31-Jul-2015,18489.85,18828.85,18474.8,18729.85,117407559,3649.78
03-Aug-2015,18782.65,19016.4,18782.65,18914.7,94100555,2911.08
04-Aug-2015,18968.25,19067.35,18758.9,18972.6,104132738,3200.31
05-Aug-2015,19047.3,19103.7,18868.65,18928.55,67018432,1960.65
06-Aug-2015,18946.3,19100.55,18830.4,19029.35,59517717,1832.47
07-Aug-2015,18992.8,19019.65,18849.15,18893.55,41653570,1299.91
10-Aug-2015,18926.1,19071.35,18781.3,18875.0,43121213,1446.95
11-Aug-2015,18918.55,18918.55,18555.5,18616.9,76413031,2272.9
12-Aug-2015,18515.2,18515.2,18034.75,18059.75,68321743,2143.2
13-Aug-2015,18211.5,18359.25,18080.5,18175.4,56495503,1878.94
14-Aug-2015,18275.5,18766.0,18193.1,18723.6,68472344,2189.85
17-Aug-2015,18763.05,18896.45,18580.65,18822.05,122687958,3249.4
18-Aug-2015,18862.15,18874.1,18595.5,18780.85,81705775,2363.47
19-Aug-2015,18753.45,18803.5,18636.1,18703.25,54367547,1719.95
20-Aug-2015,18533.25,18711.35,18219.9,18283.1,76744606,2633.36
21-Aug-2015,17978.25,18118.8,17842.1,18057.2,86612685,3061.52
24-Aug-2015,17446.35,17446.35,16740.7,16811.8,138307572,4458.02
25-Aug-2015,17084.15,17269.15,16670.55,17192.75,123179428,3659.72
26-Aug-2015,17113.1,17172.2,16875.5,16917.65,83956178,2370.31
27-Aug-2015,17175.65,17249.5,17061.85,17214.4,115472196,3573.28
28-Aug-2015,17425.3,17569.8,17099.8,17211.95,76587431,2548.57
31-Aug-2015,17137.25,17353.3,17028.9,17146.55,69185388,2015.18
01-Sep-2015,16983.8,16983.8,16436.85,16530.3,82805160,2561.32
02-Sep-2015,16703.95,16714.5,16218.65,16252.7,92263285,2721.1
03-Sep-2015,16404.95,16607.4,16320.55,16555.4,67618554,2045.04
04-Sep-2015,16444.2,16444.2,15933.15,16129.1,88284844,2544.32
07-Sep-2015,16222.2,16273.35,15762.2,15790.1,70985097,2071.52
