date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,ttm,atmError,strike,spot,opPrice,percentage
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,0.0,96.17647058823529,340.0,327.0,0.05,0.014705882352941178
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,28.0,96.17647058823529,340.0,327.0,9.75,2.8676470588235294
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,56.0,102.18750000000001,320.0,327.0,34.0,10.625
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,0.0,99.0909090909091,330.0,327.0,0.15,0.045454545454545456
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,0.0,97.61194029850746,335.0,327.0,0.05,0.014925373134328358
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,0.0,100.61538461538461,325.0,327.0,2.05,0.6307692307692307
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,0.0,103.80952380952382,315.0,327.0,11.6,3.6825396825396823
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,28.0,100.61538461538461,325.0,327.0,16.15,4.9692307692307685
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,28.0,99.0909090909091,330.0,327.0,13.7,4.151515151515151
2015-01-29,-0.041955063592057584,-0.022975617655470515,-0.01525786579829358,-0.007961825498008501,-0.007317881845397167,-0.006533835724153114,-0.005427198585608473,-0.004763011232417291,-0.0013119057309607385,0.0008332639428889621,0.003972988936776112,0.007908786470717466,0.008587692709566497,0.012780773678560564,0.01369163041794419,0.015537502655972979,0.015840660707379328,0.024987720508112155,0.04993037062344907,28.0,97.61194029850746,335.0,327.0,11.65,3.4776119402985075
